 	che	non	li	aspetiamo	</S>
a20	0.00030986084235	0.00567181266	0.00028099709	0.8437993	0.1499380612
a8	0.000106053059917	0.00191879664157	0.00039737808	0.9460786	0.051499187
a7	0.00356333687087	0.00422449952876	0.01105424005	0.807775383333	0.173382528133
a35	0.00478801043029	0.00505290827292	0.0383412866833	0.726626824444	0.225190984044
a46	0.0087686749501	0.00341161718764	0.359588908894	0.539619687815	0.0886111177813
a31	0.010031200601	0.00296747362921	0.446183353298	0.181340229272	0.359477727694
a11	0.0152637801513	0.0261722817764	0.432332421433	0.0617264418373	0.464505039231
a31	0.0170065175454	0.0343689045921	0.426992595144	0.0241513283591	0.497480609744
a0	0.0553288056768	0.0838184655307	0.351341886381	0.0116625531597	0.497848247581
a31	0.0682437295423	0.106775009844	0.35123043546	0.181489195427	0.292261593527
a30	0.0907235274974	0.138549444615	0.313043685153	0.238060367192	0.219622970776
a0	0.175360382499	0.361746271538	0.305588265051	0.080021499014	0.0772835868587
a31	0.183632290833	0.506876943846	0.240848025017	0.036164029238	0.0324787249529
</S>	0.163647015417	0.503322451923	0.279195812509	0.031430522119	0.0224042209764
