 	venne	scritto	</S>
a31	0.727467765	0.2723223575	0.00020985977
a28	0.681535831667	0.318315729167	0.000148410144667
a8	0.607523600556	0.360328786389	0.0321476047829
a31	0.624133090185	0.332999676463	0.0428672626176
a20	0.553793170062	0.378659006488	0.0675478318959
a31	0.451743030021	0.472314442163	0.0759425157486
a13	0.397051617674	0.416792340721	0.186156077033
a29	0.178040212225	0.576103933574	0.245855892344
a39	0.103401177075	0.536064517858	0.360534327448
a31	0.0512557746917	0.532583592619	0.416160655816
a35	0.0361758148972	0.660363510873	0.303460681939
a31	0.0255254379657	0.611846736958	0.36262780398
</S>	0.0223552454828	0.590350818479	0.38729389199
