 	non	ho	cosa	è	da	mangiare	</S>
a31	0.0473330395	0.006697977975	0.0540586285	7.2372444e-05	0.00429068126	0.87919596	0.008351331205
a8	0.0453689395	0.0756369073083	0.166709255167	0.0531632131973	0.00337145032667	0.649902426667	0.00584781253833
a31	0.0634507335	0.105882047103	0.459133885056	0.0779911017324	0.00520336950889	0.283230428889	0.00510842411944
a37	0.264587376167	0.0446591402343	0.527360681685	0.0352298705775	0.0039169433592	0.12238434913	0.00186160144415
a20	0.373885075389	0.0306575426114	0.431197953895	0.0931261028592	0.00133945465263	0.0683530705433	0.00144080211238
a31	0.226314881796	0.0242862140705	0.296967962965	0.11083703212	0.00061870821421	0.339428334848	0.00154689517079
a17	0.126859393932	0.170953385224	0.176795575988	0.10595746854	0.0010217034914	0.416302683283	0.00210982755693
a20	0.0814141029773	0.328958401741	0.210175041996	0.16495811618	0.00180962139713	0.208873082761	0.00381165561898
a31	0.0740130393258	0.222983277914	0.252783873999	0.189133028727	0.00140307050038	0.25535512092	0.00432857510633
a39	0.0703098464419	0.342866206638	0.187403645666	0.172886269576	0.00189068273479	0.22068820364	0.00395516646878
a35	0.049260498814	0.583439488879	0.157263976222	0.113931738192	0.00329710147826	0.0867212752133	0.00608594158959
a39	0.038359312938	0.656779896293	0.191743865407	0.0674199203973	0.00246254914942	0.0368171430711	0.00641727302986
a46	0.0583882843127	0.593428518764	0.197387511802	0.0957368527991	0.0167171138065	0.0226685850237	0.0156730958433
a35	0.0731372701042	0.439506319588	0.242234820601	0.105077297933	0.0332003796022	0.0389875616746	0.0678563306144
a31	0.0625936807014	0.419175133196	0.197455748534	0.144990322978	0.0301829558674	0.0485483248915	0.0970537968715
</S>	0.0620353283507	0.431294116598	0.130406386767	0.222654061489	0.0259991679337	0.0423394289458	0.0852714634357
