 	se	avessi	visto	le	nuvole	avrei	capito	che	pioverà	</S>
a23	0.330335183	0.00217967575	0.3366981	0.2783099915	0.048543522	0.00181518295	9.4359505e-10	0.001673845305	9.77699415e-05	0.00034669884
a31	0.154007251667	0.000820190713333	0.273772796667	0.464151097167	0.096459574	0.00601996188333	9.60008283333e-10	0.00441626737167	0.000186334323833	0.00016648989
a13	0.260302719222	0.000477375234444	0.170556536889	0.380832172389	0.087994709	0.0941125962944	1.47366586111e-09	0.00542422279056	0.000217111394611	8.25422944e-05
a37	0.330544773074	0.000311996453481	0.107817271963	0.238298697463	0.0362566416667	0.284533015431	1.9417981537e-09	0.00196696309019	0.00024279645487	2.78261878667e-05
a31	0.207168124358	0.000115742812727	0.100131655654	0.318849612488	0.102892251556	0.267279904477	1.2708070519e-09	0.0033561230234	0.000194835326623	1.17524412889e-05
a39	0.0981537790193	4.08015215757e-05	0.085296232218	0.337803857496	0.123801336519	0.350478767492	1.8549292513e-09	0.00387714364113	0.000541713727208	6.37890534963e-06
a20	0.0378256349064	0.000249051004959	0.0382058620727	0.382682092499	0.0970655648397	0.433784855831	3.22480753084e-07	0.00202664334704	0.0081481128424	1.18782377032e-05
a31	0.0326936969688	0.00031887566822	0.0372252626909	0.503573144166	0.168655291613	0.233629135277	4.29727535361e-07	0.00522299994901	0.0186194476141	6.17573535677e-05
a0	0.0312624946563	0.000671897355973	0.0352130065636	0.501768578055	0.175322161871	0.223757518426	2.73670016279e-06	0.0104402831497	0.0214787208714	8.26113811892e-05
a31	0.0345836562188	0.000803593548658	0.0583454668545	0.474284119352	0.116550151957	0.259131832809	3.51527455093e-06	0.0161291893832	0.0398592886238	0.000309207497063
a20	0.0384258827396	0.00307878224622	0.0685896332848	0.443090533117	0.100992983986	0.276013060936	6.69996556803e-05	0.0185715187944	0.0507005715413	0.000470081549021
a24	0.0607313049132	0.00861718641541	0.0711269454283	0.345312107706	0.081493102662	0.379388116979	9.35273085601e-05	0.0139966892648	0.0389275958471	0.00031343569634
a31	0.0739823173044	0.0076867243718	0.100673446809	0.347769332569	0.0668187838873	0.342114922326	3.657471813e-05	0.0154982817549	0.044957971949	0.000461637895447
a10	0.0468919587681	0.00554135502393	0.087356446603	0.424290627523	0.0915365629624	0.283018627442	3.93840899867e-05	0.0167753159183	0.044044523983	0.000505199245149
a27	0.0611617269227	0.00865044034131	0.0693772515343	0.326489369174	0.0748221909875	0.408993385814	5.21946453289e-05	0.0114723846394	0.0386444993277	0.000336551121716
a37	0.0744395763076	0.0182489561138	0.0845784738448	0.217742489725	0.0508144736625	0.475230711938	0.00084910255511	0.0119952095465	0.0655493877759	0.000551600353905
a31	0.133560736103	0.0177718690913	0.118879784615	0.179619406575	0.0407136468875	0.347889473979	0.00110333602537	0.0107879327155	0.148433839259	0.00123995763797
a18	0.156682517368	0.0721698134171	0.207293701538	0.112916646192	0.0241490679625	0.174596096326	0.0680154249821	0.00689909877183	0.166198799753	0.011078810546
a11	0.151425301123	0.149670874472	0.348719713846	0.0488505093973	0.0155692961208	0.0700058297753	0.090699552994	0.00457613082394	0.0952028465843	0.0252799495153
a31	0.153723378708	0.110071839157	0.329121194615	0.0306465921324	0.0106271085069	0.0440410965918	0.0306294311923	0.00425953697465	0.259327392195	0.0275524291718
a28	0.117069577903	0.170244160719	0.197221761538	0.0266262993775	0.0130461495023	0.0635539041973	0.0302180059251	0.00555356159155	0.352606504065	0.0238600553906
a31	0.304088079301	0.190444745273	0.162558867179	0.0160632895925	0.0106646741008	0.0533660269991	0.0300673368444	0.00357444774052	0.211756748022	0.0174157682969
a20	0.337066801767	0.251344716791	0.140258412393	0.0108301753308	0.00855789496693	0.023165286433	0.0586474638175	0.00236059999017	0.128832459341	0.0389361549323
a3	0.206335642589	0.418434405597	0.121646254131	0.00793937571027	0.00871303598898	0.0138041489777	0.0696401612725	0.00211236718339	0.0950035331137	0.0563710376441
a28	0.199194090863	0.445271768532	0.103164582377	0.00506075137009	0.00550245422966	0.0212515466592	0.0704657204242	0.00188881958113	0.112375711038	0.0358245213814
a20	0.147576001621	0.421537009511	0.113481725126	0.00529982599003	0.00398820887655	0.0242021508864	0.157190963475	0.00223387579371	0.0976841726793	0.0268060542938
a31	0.26367462854	0.259545212837	0.141471977042	0.00622759166334	0.00290502982552	0.0148191112955	0.140342085718	0.0015902231979	0.14236319656	0.0270609494313
a46	0.280331742847	0.257290143946	0.118412227681	0.00899555555445	0.00539534657517	0.0115417767652	0.139461996466	0.00207530606597	0.146966551187	0.0295293434771
a23	0.121036766282	0.464967364649	0.148179605894	0.0171691291848	0.0104144751917	0.00736352340173	0.140562548989	0.00229239886866	0.0545594948723	0.0334546624924
</S>	0.082595461141	0.551327982325	0.192344597947	0.0225952005924	0.0124236025959	0.00397521242087	0.0724125347445	0.00152823770433	0.0277517006512	0.0330454362462
