 	vuole	andare	a	Lecce	</S>
a20	0.0052600267	0.64316522	0.226893	0.0684863325	0.05619538
a31	0.0036946648	0.379980791333	0.4211997	0.0497870458333	0.145337776667
a18	0.00246076849333	0.171845525111	0.660823513333	0.0201608639444	0.144709319122
a46	0.00309733429111	0.122047176704	0.817455427778	0.0081040097148	0.0492960089407
a37	0.00423421613037	0.317389770568	0.654219985926	0.0067549449716	0.0174010397136
a23	0.0254438090768	0.414102796856	0.359636845309	0.147331291991	0.0534852409712
a18	0.0327718087923	0.446007085619	0.257819848436	0.19765005933	0.0657512071237
a38	0.0309763620308	0.648200875206	0.194072684145	0.101725231777	0.0250248911746
a37	0.0417981990103	0.671909571735	0.167968499382	0.097919687259	0.0204040640582
a31	0.0267809293701	0.539228967245	0.342019686461	0.0721057700863	0.0198646623527
a20	0.128994931157	0.350210765748	0.33176455882	0.128257264362	0.0607724901176
</S>	0.244469650579	0.252365982874	0.18425627441	0.212959972181	0.105948095059
