 	sto	e	cucino	</S>
a31	0.575371265	0.42404250023	0.000332917705	0.000253336272
a20	0.54618834	0.14143428366	0.312290828568	8.65237029067e-05
a31	0.535575731667	0.0471625724298	0.417229954189	3.17025498756e-05
a37	0.511404077656	0.0157340316602	0.472848379396	1.34724159585e-05
a18	0.185877372985	0.00921164262367	0.804471009799	0.000439954686653
a31	0.406826037662	0.0100290468746	0.582555959353	0.000588957576551
a20	0.469680769887	0.0067885235582	0.522253262538	0.00127740153985
a31	0.313874003962	0.181650188786	0.502909532746	0.00156623481995
a28	0.259227594321	0.239484223241	0.500630292815	0.000657884563317
a33	0.091090601107	0.0816457907261	0.767046420938	0.0602171985044
a31	0.0433770250357	0.029039928462	0.847549583646	0.0800334687948
</S>	0.0360195495178	0.014531227561	0.909383456823	0.0400657483374
