 	è	possibile	che	è	entrato	da	qui	</S>
a13	2.26558335e-06	0.9981909	6.1099173e-05	9.23246105e-06	0.00113205326021	2.57295884033e-06	0.000598208405	3.672220258e-06
a31	0.000314315081217	0.953906433333	0.0365339479577	0.00757294095602	0.00044126155021	3.13127530699e-06	0.00122005983833	7.88824309133e-06
a15	0.0492229126104	0.641162134444	0.297789577319	0.010105531484	0.000235448433403	3.31883350146e-06	0.00147163761278	9.42487123044e-06
a20	0.0734072775368	0.315997824815	0.605276239106	0.00347392964333	0.000221578647801	1.13407418629e-06	0.00161439757093	7.63018394348e-06
a11	0.0465062125123	0.294154278272	0.656112613035	0.00135553305778	0.000198041311267	4.10571874097e-07	0.00166593254364	7.00359331449e-06
a31	0.0293493653228	0.552022116091	0.416731021245	0.00056241530326	0.000274162645756	3.38887283366e-07	0.00105784866788	2.72802851483e-06
a39	0.0176405082596	0.765047335364	0.207031620648	0.00913031152509	0.000302321405919	3.03183489446e-06	0.00084129345596	3.55187768161e-06
a46	0.0150179750865	0.815324311788	0.142306985883	0.025107306175	0.000569737335973	5.72126826315e-05	0.00157278048532	4.36721466605e-05
a18	0.0066231927955	0.903261917263	0.065004330961	0.0224173074583	0.000656345050991	7.26450872372e-05	0.00190910965511	5.51623304535e-05
a31	0.00259677680183	0.951734139088	0.035335775987	0.00848576675943	0.00045924558933	2.51039371057e-05	0.0013399576117	2.32641503845e-05
a13	0.00735337737061	0.933534546363	0.0273617296623	0.0290700987931	0.000748346996443	0.000223441524035	0.0015599483039	0.000148536767462
a31	0.00908206787687	0.924293048788	0.0274103958874	0.0360992721844	0.000961183832148	0.000289620383645	0.0016662979013	0.000198121047487
a46	0.00976001671229	0.799525039596	0.0216833259625	0.130109919981	0.0169109153774	0.00200487855352	0.0174146016004	0.0025912702075
a31	0.0245967452374	0.681715069865	0.0792233853208	0.163540053994	0.0220046963591	0.00257695136277	0.0228950927001	0.00344795913917
</S>	0.0345141991187	0.717593434932	0.13559587766	0.085292787997	0.0111946940295	0.00129024559878	0.0126879396001	0.00183078742459
