 	non	ci	dimentichiamo	mai	</S>
a31	0.146238676	9.3203231335e-05	0.456258255	0.386232495	0.011177394075
a20	0.101375976	3.1533987935e-05	0.738013331667	0.156770904667	0.00380831041481
a31	0.116470732	1.1534769845e-05	0.808656943889	0.0735640135557	0.00129681494808
a11	0.320835117333	7.07030888167e-06	0.633988667963	0.0447052226186	0.000463951446693
a20	0.371679801444	2.94207646272e-05	0.605633962654	0.0224917893062	0.000165076129564
a31	0.152253350148	3.43096674157e-05	0.828385340885	0.0192611764354	6.5840290188e-05
a11	0.070880400716	0.00705728633168	0.794527246962	0.120981246145	0.00655382935706
a31	0.038411647572	0.00939952442789	0.769825015654	0.173583675382	0.00878015870235
a18	0.0167610602907	0.0066594427933	0.570628023218	0.399939098461	0.00601239515078
a42	0.00981772486357	0.0094202164311	0.218530059073	0.750809999487	0.0114220297169
a31	0.0205521559545	0.0068769547237	0.393262033024	0.567813199829	0.011495673739
a18	0.0267545826515	0.0212989706546	0.434525427008	0.510007083276	0.00741390414633
a31	0.0415604415505	0.0269227645515	0.321023078336	0.587321844425	0.0231718184488
a39	0.0693735638502	0.147080634184	0.285986380445	0.468260181475	0.0292992198163
a31	0.0825730062834	0.187418206395	0.199039281148	0.484019860492	0.0469496529388
a20	0.0843825904278	0.299811610465	0.169522142383	0.391278840164	0.0550048013129
a39	0.0882946051426	0.484472230155	0.0649286052277	0.255912613388	0.106391904104
a31	0.0742092127142	0.310599921118	0.0337493635092	0.421064617796	0.160376864701
a14	0.0475568585714	0.383467958106	0.0232270729364	0.430988882599	0.114759232567
a46	0.0602558578571	0.605537839369	0.0179395680788	0.247564060866	0.068702685189
a20	0.055231297619	0.425410513123	0.0157091364929	0.380508576955	0.12314049173
a31	0.035627714873	0.187774981041	0.00977539629763	0.436728058985	0.33009386391
</S>	0.0389559434365	0.125293985521	0.00960632064881	0.360866579493	0.465277181955
