 	non	ho	dove	d	andare	</S>
a20	0.028814227665	0.001368398387	0.8271406	0.10914824825	0.0319677065	0.0015608133
a31	0.0159616169983	0.00122289662033	0.804530143333	0.144898526083	0.0324114941667	0.000975289226333
a37	0.0124459306661	0.00116641704411	0.885312071111	0.0860050967397	0.0147383910482	0.000332073770485
a31	0.0094574358887	0.000394542840137	0.955863947037	0.0292071562252	0.00496595632873	0.000110972807853
a29	0.0689090652962	0.00118724706815	0.664809490679	0.237854438008	0.0269014387629	0.000338345018268
a41	0.106173221765	0.010050076156	0.25477136656	0.525873069336	0.101950087921	0.00118218677276
a31	0.061724479255	0.0121809028853	0.42571143352	0.396500901012	0.102702574974	0.00117972898425
a18	0.026044013085	0.0214234267951	0.46758000725	0.409505304904	0.0694745339913	0.00597269732142
a31	0.0201981623617	0.0277448405984	0.45506341516	0.422300165968	0.0668955719971	0.00779779167381
a39	0.0236299107872	0.118840606866	0.451075270553	0.340531179656	0.058758707999	0.00716430029127
a31	0.0237484895957	0.156678550955	0.381967589018	0.330837431552	0.095675179333	0.0110927785971
a8	0.0352581448652	0.189857522318	0.358570234066	0.283404788851	0.116891258444	0.0160180898657
a31	0.0600666772884	0.248197630773	0.287771749082	0.240852661284	0.127002938148	0.0361083849552
a8	0.0690476457628	0.396213143591	0.264150618879	0.119975282095	0.107038657049	0.0435746689851
</S>	0.0623493728814	0.580990896795	0.132123813217	0.117270761048	0.0724194250245	0.0348457304925
