 	forse	stanno	ancora	svegli	</S>
a31	0.336914265	0.03049590455	0.2332032245	0.3972826115	0.0021040265
a10	0.269071249667	0.341284811517	0.238853622833	0.148937966967	0.001852405772
a20	0.114672697889	0.678701370506	0.149503785611	0.056058332789	0.00106389936267
a31	0.201161145963	0.483041179502	0.28231489187	0.032515319263	0.000967541954223
a18	0.225106531321	0.280360102501	0.42179354729	0.036351842421	0.0363880108514
a31	0.124530329774	0.217439322167	0.562801665763	0.0465796581403	0.0486490183171
a35	0.100302623258	0.263187108722	0.534987351921	0.0403867023801	0.061136214139
a31	0.0685443244193	0.302097939574	0.536003047307	0.0269871877934	0.0663675059463
a10	0.0774399314731	0.411200783191	0.468561876436	0.0157245087311	0.0270728925488
a20	0.286527533824	0.492347234397	0.183626399479	0.014203259377	0.0232955315163
a29	0.402365154608	0.477491718132	0.083084510493	0.0159361847923	0.0211223936054
a20	0.337940474869	0.546300216044	0.0552082801643	0.0137640419308	0.0467869729685
a31	0.357970084956	0.465464428681	0.0656703793881	0.0444551766436	0.0664399443228
a28	0.259207204985	0.598779756227	0.0533281391294	0.0494407249812	0.0392441924409
a8	0.205228678328	0.714547068742	0.0399055250431	0.0170049880271	0.0233137114803
a21	0.227614782776	0.564674839581	0.0481014053477	0.0076482616757	0.151960696827
</S>	0.198693206388	0.46454421979	0.0480006891739	0.00636405143785	0.282397848414
