 	non	aveva	da	stare	</S>
a37	0.750548775	0.0001212987788	0.1092630175	0.126752265	0.0133146757
a38	0.876136991667	4.99742148e-05	0.0381229206667	0.0803858256333	0.00530432493833
a24	0.632492542556	2.51595856e-05	0.0127947087389	0.346279645844	0.00840794588444
a8	0.370328119519	0.0340123941032	0.0102658565963	0.559584331948	0.0258092679615
a17	0.339999553173	0.0558817097011	0.0369574521988	0.508899460649	0.0582617906538
a31	0.505742871058	0.029173006779	0.0402458183329	0.370844674216	0.0539936030179
a20	0.591259213686	0.0732350941383	0.0722057920443	0.219677245405	0.0436226404726
a8	0.306336815895	0.117209941379	0.124338840681	0.375760315135	0.0763540934909
a31	0.439878826632	0.0700012495597	0.090142818227	0.336738410945	0.0632387215303
a20	0.571149055544	0.0893640189532	0.105491824076	0.189066012882	0.0449291408768
a31	0.552945855181	0.0944059785011	0.112523694359	0.193294527627	0.0468300002923
a8	0.521563521727	0.219091421684	0.0856893677863	0.133993011876	0.0396627534308
a31	0.544546953909	0.260667258928	0.0686614169288	0.0716592076253	0.0544651878103
</S>	0.714626076954	0.130694882014	0.0354111749644	0.0537949353126	0.0654728939052
