 	i	bambini	non	possono	mangiare	il	gelato	prima	che	che	mangiano	</S>
a8	0.00083740336	0.43300702168	0.00174619637	0.3415168965	0.0581914345	0.028201365	0.115356044	7.5996356e-07	6.57943625e-05	0.00011135419	0.0207650875	0.0002006497465
a31	0.000356491132	0.144695593943	0.000841895803333	0.4386347455	0.0606120738333	0.019610077	0.315325261333	9.67264268667e-06	0.000156073819167	0.000117441151667	0.0195556557333	8.50032818333e-05
a28	0.000253995982667	0.049175369511	0.00136346166778	0.5713731985	0.0329894816644	0.0100823572313	0.327173310444	1.22295497869e-05	0.000156820465989	6.97538185257e-05	0.00731898058077	3.10246283844e-05
a31	0.000247172054222	0.0177748300703	0.00303247302259	0.629461496167	0.0148811886081	0.00848982564177	0.322931660148	1.5576119487e-05	0.000253808761596	8.92338524786e-05	0.00281084379659	1.18840740015e-05
a20	0.000591098811407	0.0064466887301	0.0036780933742	0.612483378722	0.00890837968603	0.00794367973392	0.358199470049	1.68174882723e-05	0.000297329897865	9.64177343262e-05	0.00133301041886	5.63255973383e-06
a31	0.000665390210202	0.00428906465003	0.00234610069807	0.552619249574	0.00912195937868	0.0103191914313	0.419995440016	5.7677436181e-06	0.000111884150622	3.37618650087e-05	0.000490004357287	2.18049823128e-06
a21	0.000446562293134	0.00356836567334	0.00168700210602	0.431014773191	0.0114774401262	0.0113604234938	0.540153470005	2.05589247337e-06	5.9241040874e-05	1.42916128696e-05	0.000215440851429	9.48069907093e-07
a31	0.000376868360045	0.00454366968111	0.00147708361534	0.362659321064	0.0185426643754	0.0141468998479	0.597973096668	8.32419811123e-07	4.74387222913e-05	9.3651524232e-06	0.00022179545181	9.91906045698e-07
a17	0.00144952606568	0.00496418542704	0.00600373328511	0.204547590355	0.0335854454585	0.020035832616	0.723197182223	9.06351267404e-05	0.0038551340661	0.000475835771141	0.00179192898394	3.00455981523e-06
a29	0.00302472702189	0.00642521434235	0.015726278095	0.180902960118	0.0331176311528	0.0155394862053	0.736524594074	0.00012299530958	0.0054294653887	0.000668469023714	0.00251356238465	4.66447880508e-06
a24	0.00361175504063	0.00824906888078	0.0308425160317	0.170573153373	0.0285756990509	0.0183953684018	0.732544784691	0.000135816870527	0.0044987906629	0.000830786941238	0.00173363855155	8.66144826836e-06
a37	0.00383853754688	0.00847280539359	0.0410669330106	0.146444247791	0.0346912896836	0.0315482051339	0.719996014897	0.000378008186842	0.0082104600543	0.00251949104708	0.00279716365052	3.68540827561e-05
a8	0.00582023814896	0.0178299824645	0.0304643220035	0.137510307597	0.0417030912279	0.0436692820446	0.483807901632	0.0414249647123	0.0494109086848	0.040161361549	0.10511648315	0.00308115948092
a31	0.00556605031632	0.283622478488	0.0164674776678	0.0883211858657	0.033979540576	0.0673424860149	0.196587722544	0.0548753129538	0.0593813800616	0.0513084221163	0.138429856617	0.00411810475031
a24	0.00412879137211	0.378431516163	0.0300736972226	0.104001710289	0.033344157692	0.0878198086716	0.248875649515	0.0186316392343	0.0239708451872	0.0191599819721	0.049967533439	0.00159471630677
a31	0.0036231041707	0.204555248721	0.0343487767409	0.12068119143	0.0452674492307	0.0730517972239	0.470544699838	0.00654274006923	0.0119203559491	0.00825578648403	0.020484934013	0.000723963312257
a17	0.00974815110357	0.14453217424	0.0285728379136	0.13946769181	0.0507851520769	0.080691693408	0.473670299946	0.0114014691475	0.022979467203	0.012141916988	0.0248117885377	0.00119735978075
a31	0.0129389338345	0.34497597608	0.0322078239712	0.137468720603	0.0422783296923	0.0768702118027	0.273256559982	0.0130233485462	0.0265466532343	0.0134066887927	0.0256586917792	0.00136811368692
a39	0.0256714994115	0.431712008693	0.0418387699904	0.164351763534	0.0362102678974	0.0689482346009	0.172281699994	0.0147711976791	0.0173279489114	0.00756978072757	0.0179956528597	0.00132124578897
a35	0.0399408718038	0.315954249564	0.0559615136635	0.193372637845	0.0317241996325	0.065360044867	0.120508747331	0.0745881992264	0.0299465139705	0.0177518219092	0.0445955309532	0.0102956809963
a8	0.0362554179346	0.318526053188	0.0475286578878	0.101360095948	0.0207589802108	0.037657695289	0.047635933777	0.157266393075	0.0376337743235	0.0276955439697	0.129298506984	0.0383829646654
a31	0.0288595499782	0.459097997729	0.0329772876293	0.045496352816	0.0157606850703	0.046702868763	0.0232408429257	0.126794206592	0.0301928651078	0.0216210009899	0.129517276328	0.0397390812885
