 	stava	ancora	cucinando	</S>
a8	0.75631386	0.205050805	0.0034487635175	0.035186537
a46	0.650454173333	0.302603305	0.0052728850725	0.0416696216667
a24	0.675407741111	0.300045454833	0.00405197962417	0.0204948551289
a37	0.866230677037	0.122198799778	0.00473024657472	0.0068402807217
a20	0.618924752346	0.089245339926	0.286461141525	0.0053687491793
a31	0.549717980782	0.0679455483087	0.37745832695	0.00487813366
a37	0.527460501927	0.0802112761029	0.388549422091	0.00377878375357
a31	0.386529738976	0.217454582034	0.392257121195	0.00375857981786
a20	0.331902111325	0.241997044011	0.33858525423	0.0875156247393
a31	0.282551155442	0.276873611337	0.320860304677	0.119714921913
a6	0.264266715147	0.278805183779	0.291343101492	0.165584977638
a31	0.321103535049	0.151805077926	0.296763471831	0.230327922546
a20	0.34458537635	0.118321589309	0.371831281944	0.165261770849
a46	0.141517017783	0.0678923234363	0.448040237315	0.342550430283
a31	0.0750664015943	0.0273522124788	0.501865822438	0.395715583428
</S>	0.0647597027972	0.0148923127394	0.679778261219	0.240569751714
