 	avete	cucinato	le	verdure	</S>
a29	0.2037372485	0.0081327346	0.67830349	0.10754259	0.002283915485
a38	0.1247648685	0.0220953890333	0.80958373	0.0427455624	0.000810431348333
a31	0.135156386167	0.0285952986778	0.813394623333	0.0224444475333	0.000409255466111
a11	0.302735115389	0.104504828559	0.575871153111	0.0162192666111	0.000669640342037
a37	0.333581621796	0.385985766186	0.26610973637	0.0107905568037	0.00353228054735
a11	0.163053850599	0.595695785395	0.220774085457	0.0137419077679	0.00673431384912
a31	0.0811452321997	0.405333200298	0.495121048486	0.013343642256	0.00505682796971
a20	0.0414139307332	0.294927505266	0.498885726829	0.042855111752	0.12191769501
a31	0.0283900472444	0.291354150089	0.46323601961	0.0516139011507	0.165405898003
a39	0.0378627014148	0.43250988503	0.44550413797	0.0198038893502	0.0643194253343
a13	0.144860203805	0.639080841677	0.163244511423	0.0099016481834	0.0429127914448
a18	0.260744071268	0.616326477226	0.0745290044743	0.00920640139447	0.0391940544816
a39	0.314799003756	0.573299159075	0.0426854421581	0.0146294724648	0.0545869504939
a31	0.234606578919	0.529229319692	0.0493438747194	0.0165215506549	0.170298698498
a46	0.186343887306	0.582930689897	0.0409571162398	0.00973789865163	0.180030436833
</S>	0.244198518653	0.631304494949	0.0218771151199	0.00546368922582	0.0971561994165
