 	se	si	era	vestita	la	mia	figlia	l	avessi	portata	alla	chiesa	</S>
a31	0.061083782	0.03211839675	0.19784171	0.01156975925	0.1490909355	9.34796395e-08	0.01806044	4.288667165e-06	5.97036924e-06	0.23500673185	2.70389755e-05	0.2941399492	0.0010508910945
a24	0.0428374228	0.01248042085	0.109714460733	0.0110906970667	0.1508176425	3.38005305e-08	0.0157817617667	1.64193620833e-06	2.24976685e-06	0.55820506395	1.19285209867e-05	0.0987018923	0.0003547309295
a28	0.0174870609	0.00501414101667	0.038507015311	0.0044722164389	0.0663918468333	2.73695211667e-08	0.00752749355557	1.72771951278e-06	2.57640006e-06	0.827043221317	4.52100858223e-06	0.0334262652	0.0001218274075
a39	0.00806955663333	0.00230272673889	0.015778165537	0.00821551791297	0.195415547611	2.96307573889e-08	0.0246885263852	1.93150343759e-06	2.92807308667e-06	0.734057230439	2.28577519408e-06	0.0114213687033	4.41525893333e-05
a17	0.00412591271111	0.00163371591296	0.00895833851233	0.019135073971	0.401573009204	1.69141729963e-08	0.0568891787951	1.76979681253e-06	1.77714396222e-06	0.503818316813	5.42844296469e-06	0.0038418910431	1.55365945178e-05
a31	0.0024754716037	0.00119078043765	0.0137142387374	0.022069231657	0.378235909735	1.99429611988e-08	0.122073602932	3.86381540418e-06	4.42388935407e-06	0.458196732271	2.87107826549e-05	0.00199912045303	7.88023274593e-06
a20	0.00474394023457	0.0148803657125	0.0263296825791	0.0461269875523	0.371974763245	6.5358080104e-06	0.147508124311	0.000112430171135	4.90763944514e-05	0.385073140757	0.00179271383088	0.00138854839101	1.36701702486e-05
a31	0.00581100841152	0.0198056870042	0.0302555608597	0.0507064210174	0.322717409082	8.6998146998e-06	0.0934246021037	0.000150248022378	6.36031384838e-05	0.471797833586	0.00241406341029	0.00281147910367	3.33327954162e-05
a17	0.0112341281372	0.0396713891014	0.0377072492866	0.0579220255058	0.310139737694	7.64413926293e-06	0.0637272480346	0.000115385366126	4.35054408279e-05	0.474558357862	0.00153608543676	0.00328726992189	4.99256118054e-05
a8	0.0213648853791	0.0978847897005	0.162860209762	0.0724105915019	0.340894375898	0.00235138097975	0.0493319436782	0.00943444346871	0.00417552495794	0.204104244287	0.0326880939789	0.0016747675613	0.000824709443935
