 	viene	fabbricato	</S>
a31	0.0001327450466	0.99204765	0.0078196318985
a24	6.63006316e-05	0.99730845	0.0026252967065
a31	4.47943698667e-05	0.999071103333	0.000884117451933
a18	5.21294542889e-05	0.999334707778	0.000613191239078
a31	5.38484205536e-05	0.999387845926	0.000558336433026
a37	6.50516693085e-05	0.788872831975	0.211062144484
a31	6.88209516195e-05	0.718614570658	0.281316624328
a20	0.00324612755572	0.584295186886	0.412458684276
a41	0.00536833368524	0.536266178962	0.458365508192
a31	0.00320598932841	0.839018246321	0.157775788164
a35	0.169168955876	0.612688662774	0.218142368055
</S>	0.336204827938	0.310405202387	0.353389934028
