 	forse	sono	usciti	</S>
a23	0.514377395	0.231953485	0.127418624	0.1262505387
a31	0.234949768333	0.251841865	0.386618114667	0.126590268433
a23	0.123618141444	0.152830898333	0.642885084889	0.080665875011
a31	0.084440329148	0.116478634778	0.73265266163	0.0664283708703
a10	0.282249246383	0.105157714926	0.588418283877	0.0241747706101
a37	0.342167525461	0.105560899642	0.536906171292	0.0153653853234
a31	0.46131156182	0.067567296214	0.458615833764	0.0125052878411
a37	0.46961272194	0.0946121050713	0.314280004588	0.121495211347
a31	0.27952343198	0.116855898357	0.443439064863	0.160181644349
a39	0.218149850993	0.156500862786	0.504126368288	0.121222938683
a31	0.0834615306643	0.164161194262	0.640707136096	0.111670144894
</S>	0.0503139253321	0.097342997131	0.787456038048	0.064887035447
