 	e	che	cucino	</S>
a31	0.85880037	0.134551495	0.000198766575	0.00644933585
a24	0.540645993667	0.125218365567	0.329450054448	0.00468560277167
a31	0.457857121556	0.071305659089	0.448796857149	0.0220403824122
a11	0.432958063852	0.058648152363	0.480476724716	0.0279170421041
a46	0.156192225284	0.321421436788	0.509091964905	0.013294337668
a41	0.289110742428	0.423693990263	0.274319504968	0.0128757412227
a20	0.375571704143	0.207765424754	0.393875461656	0.0227874010742
a36	0.181196509381	0.120469846585	0.444469053885	0.253864572025
a31	0.0737195257937	0.052461082195	0.522367997962	0.351451372342
a46	0.0549804932646	0.0341523603983	0.661155712654	0.249711439114
</S>	0.0646726966323	0.0321460921991	0.631233006327	0.271948219557
