 	l	ho	sentito	che	veniva	</S>
a41	7.8895254135e-07	3.40477993e-06	0.058809359	0.0157401943	0.92533401	0.0001122705105
a31	8.20295107468e-06	0.000569640447097	0.066572873	0.311109319633	0.620852100833	0.000887858547167
a24	1.34068230249e-05	0.000776429140699	0.187407201	0.446601919878	0.364012571111	0.00118847833239
a15	7.2335835383e-06	0.00027705140892	0.300148933667	0.227753096626	0.471306817037	0.000506861777463
a28	0.000887709366376	0.0163733174067	0.203686505556	0.301808975542	0.407197182346	0.0700463065425
a0	0.00121083778013	0.0243309311356	0.077360842352	0.374981478514	0.406199450782	0.115916465514
a31	0.00043332557041	0.0107066988625	0.037490830284	0.262476709505	0.627411730261	0.0614807099713
a11	0.0116973601758	0.276707099438	0.0217617356613	0.163900999835	0.490384481087	0.0355483341238
a31	0.0154576766859	0.365631505813	0.0187712551204	0.143204996612	0.429019944696	0.0279146231079
a39	0.0281188155226	0.426569841271	0.0166936038401	0.110619056537	0.404840119399	0.0131585762693
a20	0.0576691985075	0.735900150424	0.00593038258003	0.0451739925123	0.1398321563	0.0154941319231
</S>	0.0668381292538	0.801868850212	0.00342041654002	0.0311066152562	0.07649221615	0.0202737614616
