 	avete	cucinato	le	verdure	</S>
a31	0.20687964	0.01462914135	0.64800286	0.123882774	0.0066055696
a46	0.111677493333	0.288272849117	0.523549381667	0.0708445106667	0.0056557088
a20	0.120258794444	0.386027664039	0.364521975556	0.123800586889	0.00539092486667
a31	0.111904554148	0.14285814498	0.464775825185	0.270886098963	0.00957536962222
a17	0.069272202716	0.24850039096	0.352995431728	0.273191581321	0.0560404035407
a31	0.044302336572	0.28416067142	0.470950300576	0.133793767974	0.0667929428369
a35	0.030158074524	0.32744117824	0.494145544859	0.0773613085247	0.0708938926023
a31	0.0250155891747	0.347818118747	0.496989342953	0.0573244730082	0.0728524472008
a46	0.0325983237249	0.399516732249	0.494140100984	0.0343750978361	0.0393697434003
a38	0.175802612908	0.591112007416	0.176424974995	0.0262580350787	0.0304023911334
a17	0.338838377636	0.571183719139	0.0673536594983	0.00926711796957	0.0133571521445
</S>	0.375567948818	0.57536505957	0.0368463744992	0.00501582469979	0.00720483072225
