 	se	vieni	a	casa	ogni	sabato	</S>
a23	0.06951683425	0.087174415	0.34664733	0.0130967768	3.36378147e-05	0.4809214015	0.00260968335
a31	0.16862745425	0.0615250763333	0.156437326667	0.0878567806	0.0002335702849	0.5232015505	0.00211828382667
a11	0.235926531417	0.0529425577778	0.367237545556	0.109570423867	0.0002789314848	0.233303924533	0.000740081083329
a21	0.126947247806	0.0236736357093	0.436028171852	0.331429011622	9.43267113e-05	0.081564956211	0.000262666905549
a31	0.101340206602	0.0115772930198	0.428042193951	0.418226683874	3.23671418067e-05	0.0406648204037	0.00011647339185
a20	0.099145765534	0.0122651680066	0.420954857984	0.433360307958	2.41967254422e-05	0.0339343201346	0.000315404840617
a31	0.0732836985113	0.0131302283355	0.432799512661	0.429260862653	2.15325029807e-05	0.0510960820449	0.000408098191539
a10	0.13121988617	0.0642197404452	0.43602123422	0.316794380884	0.000650209195494	0.0504496366816	0.00064490337518
a31	0.13200048439	0.0834797334817	0.459116551407	0.282779361628	0.000860351592565	0.0410012768939	0.000762242261727
a21	0.0915432204633	0.255026121161	0.454799283136	0.148302368543	0.00876595739159	0.039942196298	0.00162089915724
a11	0.273489440154	0.36547904372	0.175662042045	0.148597289514	0.0117162826305	0.0223376170993	0.00271832235241
a3	0.355262693385	0.433673324573	0.0731965116817	0.114021145505	0.0104241890435	0.0108548717998	0.00256727538414
a33	0.215083862795	0.492561898191	0.0442280198939	0.0597705031683	0.158993656348	0.0173519170333	0.0120101325947
</S>	0.158331108897	0.389946949095	0.047695124947	0.0508414400842	0.303470893174	0.0281361635166	0.0215783052973
