 	mi	sono	vestito	</S>
a39	0.9623652	0.026033973	0.001231895127	0.0103689484
a11	0.926256966667	0.0586595476667	0.00331559954233	0.0117679174667
a13	0.852539232222	0.123928249222	0.0152963681808	0.00823615315557
a18	0.571122895741	0.172112129741	0.164350268394	0.0924146530519
a31	0.547299820247	0.12866077358	0.202012919908	0.122026483684
a37	0.574657306749	0.194361201527	0.145743183746	0.0852383438947
a15	0.35924822225	0.301957160509	0.154139346582	0.184655307965
a31	0.33727723075	0.230067828503	0.0853961865273	0.347258795988
a46	0.23399958725	0.152571547834	0.252466321176	0.360962575329
a31	0.170269669417	0.148268672611	0.441642787059	0.239818871776
a20	0.146101932606	0.161165724204	0.56482983902	0.127902478592
a31	0.086026857002	0.134537581401	0.705272589673	0.0741629321973
</S>	0.095311463501	0.1127974407	0.712134394836	0.0797566480986
