 	io	voglio	che	Maria	venga	qui	</S>
a31	0.557088065	0.0288018635	0.00545220775	0.00125506435	0.0652413045	0.3413862605	0.0007753154955
a39	0.532652975	0.191012897833	0.114660753317	0.00790471058333	0.0354317575	0.1180742915	0.000262713989833
a31	0.257524725	0.381393165944	0.258597604439	0.0404065121944	0.0184235584	0.0435508376667	0.000103647602611
a37	0.134502683667	0.390618105315	0.373083804813	0.0753240573981	0.00896424686667	0.0174549153556	5.21757206037e-05
a31	0.315396303222	0.284799528438	0.326508870271	0.0598546437994	0.00525028278889	0.00816927221853	2.10753857012e-05
a11	0.433562057741	0.276804029479	0.20318612209	0.0771053459331	0.0045591030963	0.00477126885618	1.20713115004e-05
a20	0.21988342258	0.24254210316	0.14019035803	0.086730586311	0.308552870532	0.00209042636873	1.02495356668e-05
a4	0.34068311086	0.104361921053	0.08522789001	0.0499803651037	0.417592637177	0.00214757255624	6.5237185556e-06
a24	0.390479875287	0.134596530351	0.17015300667	0.153013600368	0.149902822592	0.00184606314541	8.14533251853e-06
a31	0.411131953429	0.136187885117	0.18472868889	0.185474017456	0.071229586064	0.0111200363418	0.000127897183506
a11	0.406661092143	0.143315870039	0.18450203963	0.207435573152	0.043749036688	0.0141657519673	0.000170655983169
a24	0.165653585048	0.271277393346	0.232589306543	0.309522297717	0.0159910364627	0.0048773251191	8.90838083897e-05
a31	0.195535961683	0.307938831115	0.211781022181	0.258767432572	0.0180062063876	0.0065872436497	0.00138335112813
a46	0.187895625561	0.325663860372	0.236753757394	0.192022590857	0.0186128397292	0.0149215115499	0.0241298427094
a8	0.115318596854	0.315608173457	0.231913922465	0.124958374952	0.0079217185764	0.03225533385	0.17202391757
</S>	0.129738053427	0.258818716728	0.192918791232	0.069154324476	0.0056806248882	0.045214975925	0.298474548785
