 	non	avete	mangiato	mai	un	rustico	</S>
a23	0.00531795035	0.38355199	0.001972171135	0.0122914545	0.19761877	0.398307957	0.00093976408
a31	0.0159819231167	0.17364127	0.0611334864017	0.172417164833	0.1546592	0.421484302333	0.000682683383333
a29	0.0200320735056	0.181257243333	0.305207375467	0.240586309611	0.0794451219833	0.173174885536	0.000297019271104
a24	0.0175915819685	0.236636727778	0.477093905156	0.166099324537	0.0422739316444	0.0601775431703	0.000127042183695
a18	0.0231394746562	0.223347719259	0.364888841719	0.161271358179	0.193909759548	0.0333391716234	0.000103752684565
a31	0.0169753122187	0.32950228642	0.204773860573	0.11934990606	0.302174359849	0.0271505428745	7.3789303855e-05
a13	0.0295255370729	0.38219078214	0.190937576858	0.110150685353	0.249881876616	0.0363463859582	0.000967181140285
a11	0.0475638373576	0.43120463738	0.223614925619	0.0929503977843	0.163635402539	0.0397304633194	0.00130037184009
a8	0.0755940907859	0.468920145793	0.158396434206	0.0587886052614	0.069948740513	0.156300519106	0.0120514580734
a31	0.0718045729286	0.549569571931	0.0951325270687	0.0407038374205	0.0349375939043	0.192109491169	0.0157423388245
a24	0.117815656976	0.62937524731	0.11159168569	0.0365240161402	0.0189027503681	0.0778703318563	0.0079202467415
a31	0.135476285325	0.67745036577	0.0995660195633	0.0310065281801	0.0129347553794	0.0382176886854	0.0053482935805
a39	0.195030818108	0.670131445257	0.0819411475211	0.01662563486	0.00598352638313	0.0219043186285	0.00838309086017
a20	0.247258646036	0.607110598419	0.0925206391737	0.01239014142	0.00366194606771	0.0184025992095	0.0186554249534
a31	0.126317341012	0.768699742806	0.0639809197246	0.00713408677333	0.0015590885959	0.0136898647365	0.0186189224845
a20	0.142267846004	0.634924130935	0.102593163242	0.0108627107578	0.00244726683197	0.0331793332455	0.0737255476615
a31	0.231921215335	0.509401426978	0.112890659747	0.0110858485526	0.00262899389399	0.0404537034152	0.0916181595538
a46	0.194355131778	0.444206278993	0.0790268485823	0.0132124584842	0.0124835889147	0.0837473548051	0.172968336851
a31	0.204591497259	0.399399296331	0.0658112248608	0.0138010768381	0.0157844481449	0.0998695466017	0.200742909284
a23	0.200499445753	0.364179625444	0.0479707769536	0.011860597956	0.0143841482216	0.0971178772006	0.263987520095
a31	0.225045498584	0.321229711815	0.0433450983179	0.0113247267187	0.0139494148739	0.0981431800669	0.286962355698
a46	0.229854671528	0.299693847272	0.0377651647726	0.0112454976396	0.0136694330913	0.096863807689	0.310907567566
a8	0.101824038509	0.264900602424	0.0440827209242	0.0163477375465	0.0181526073638	0.114579382563	0.440112922522
a31	0.105093478836	0.460425040808	0.0488518623081	0.0122934030488	0.0111488460213	0.071133628521	0.291053777507
a38	0.262692892945	0.452190040269	0.0844230727694	0.00706964088293	0.0043207061071	0.033737391507	0.155566302502
a20	0.283403500982	0.463303973423	0.10008734259	0.00536244949431	0.0018616261357	0.0222200985023	0.123761017501
a31	0.269337656994	0.546313344474	0.0670400118633	0.00415502283144	0.00111150684523	0.0250778265008	0.0869645815003
a20	0.345802515665	0.406514288158	0.0905743566211	0.00547984041048	0.00119369394841	0.0299968978336	0.1204383595
a31	0.423146015222	0.322094036053	0.0951254315404	0.00540211870349	0.00110121439614	0.0309570946112	0.122174068833
</S>	0.509053807611	0.328160968027	0.0590995747702	0.00346033770174	0.00081146616807	0.0310720268056	0.0683418079165
