 	non	ti	dimentichiamo	mai	</S>
a8	0.0034902559	0.5397034175	0.1022980189	0.350280277	0.004228049135
a31	0.00224252703333	0.211447963056	0.433827272967	0.348331393667	0.00415082705258
a20	0.00104625091111	0.0716772741743	0.808522834322	0.117369927426	0.00138369078778
a31	0.0027796125037	0.0262458844581	0.930055144774	0.0404576293453	0.00046169139093
a13	0.0033119267279	0.0102858663527	0.971372724925	0.0148749461818	0.000154467241143
a31	0.00434782003597	0.210837694851	0.777811031642	0.00694821922727	5.51759622143e-05
a13	0.00588171451199	0.27756933395	0.706636357214	0.00985847017576	5.40829507381e-05
a1	0.00340556793733	0.09305683485	0.757548499071	0.144300461059	0.00168860914358
a31	0.0105149535791	0.173867312817	0.61866872969	0.194739563686	0.00220943819386
a41	0.0151615719597	0.201641417272	0.667267359897	0.115001504562	0.000928136233953
a15	0.0100588998532	0.074829973424	0.799253773299	0.115304799521	0.000552530257984
a13	0.0163500687177	0.034168998808	0.5902790661	0.35255776784	0.00664409157599
a31	0.0181521599059	0.0504044826027	0.517743477033	0.40483251928	0.00886734895866
a11	0.0975818586353	0.0552720439676	0.586580885678	0.24816010976	0.0124050774196
a31	0.140915647878	0.0504317277559	0.501603588559	0.279128416587	0.0279206204732
a46	0.139358777626	0.0535187285853	0.409364532853	0.364352795529	0.0334051738244
a31	0.163703135875	0.0464498905284	0.364570587618	0.36745815851	0.0578182416081
a46	0.147549938625	0.0440740858428	0.385005125873	0.32124259617	0.102128277203
a31	0.209159336208	0.0333276872809	0.261525008624	0.37806728539	0.117920692401
</S>	0.270973378104	0.0343028006404	0.177260969312	0.401208622695	0.1162542262
