 	essendosi	vestito	</S>
a46	0.18377705515	0.272443825	0.54377912
a31	0.51482011505	0.154035956528	0.33114393301
a18	0.837128865017	0.0513734929797	0.11149763758
a31	0.944137835006	0.0172686670522	0.0385934640767
a20	0.980873911669	0.00589914664507	0.0132269092722
a46	0.985624257223	0.00404879672602	0.0103269500207
a20	0.968824725741	0.016503373242	0.0146719503402
a31	0.638563816014	0.0416321950807	0.319804033447
a0	0.415525392771	0.16579402836	0.418680602682
a46	0.59825459759	0.239513082787	0.162232342427
a35	0.52893662253	0.394920784262	0.0761425939423
a46	0.272062340843	0.699810828087	0.0281268383808
a24	0.142821423614	0.846929642696	0.0102489553103
a46	0.076000970758	0.920522124232	0.00347686796843
a24	0.0274268764727	0.971393931411	0.00117916546148
a31	0.0119254123909	0.987113807137	0.000960778210827
</S>	0.00744135154545	0.991238578569	0.00132003590541
