 	lo	posso	finire	di	fare	</S>
a20	0.001788365801	0.524774415	0.235602695	0.219315701	0.01829702	0.00022180489
a31	0.002392046001	0.667860795	0.139272971667	0.0879048053333	0.1020771	0.00049230009
a46	0.00264899023367	0.740581388333	0.0957436292223	0.0322553708778	0.128071238667	0.000699434743333
a31	0.00317912037789	0.745396462778	0.148632808407	0.0158502440593	0.086188839889	0.000752556061111
a41	0.0115654309593	0.668967804259	0.224068172802	0.0145343073531	0.0790939736297	0.00177026748704
a18	0.0148456126531	0.59355635142	0.269612667601	0.015642803451	0.0996303465432	0.00671219089568
a7	0.013463237551	0.414733573807	0.377987205867	0.0220027224837	0.157994822181	0.0138184469652
a41	0.0169723841837	0.239094357936	0.316577746289	0.0366386221612	0.23318835406	0.157528550655
a31	0.0127778730946	0.116549447645	0.23738004643	0.21425513472	0.217808151353	0.201229357885
a0	0.0100917593982	0.0528958930483	0.19390131881	0.26460124724	0.243444693784	0.235065076962
a31	0.0122474674661	0.0694692098494	0.10092975627	0.150431184747	0.361688581261	0.305233782321
a39	0.0533533134887	0.0750587139498	0.06994727389	0.109039405582	0.44190087042	0.250700400774
a46	0.10496449783	0.0287407903833	0.0263121647633	0.046534384194	0.491442816807	0.302005333591
</S>	0.114564633915	0.0151614377917	0.0147873098816	0.029440179597	0.478889133404	0.347157316795
