 	l	anno	che	viene	mia	sorella	sta	per	sta	per	studiare	medicina	</S>
a8	2.60187742e-06	0.5014925885	0.05583634925	5.20167081e-08	4.590889245e-06	2.99703797e-08	0.042734918961	0.0012954581588	0.00224774277115	0.00123234511134	0.032158996285	0.359606561	0.003387733625
a31	2.71321814e-06	0.1788326585	0.0669687564167	1.15656436033e-07	4.629871865e-06	2.93853320567e-08	0.0430216444537	0.0020369791196	0.00379100439038	0.00586757287045	0.337106903762	0.358978858333	0.00338809893167
a23	4.31466971333e-06	0.0632148383667	0.0415653021389	3.44960728678e-07	8.27559973833e-06	7.28989756176e-07	0.0149418799712	0.0175908841065	0.00505901096346	0.00879921362348	0.419383278921	0.427322824111	0.00210906126722
a31	7.62418223778e-06	0.0541400549889	0.0645108540463	1.30000227623e-06	1.85640665794e-05	1.16872299873e-06	0.00608367867707	0.0585364650355	0.0593574108212	0.0630531685412	0.246483293974	0.446081507037	0.00172489239574
a39	6.93141991259e-06	0.126844074996	0.198694781349	8.03325099208e-06	2.38421968598e-05	1.12215837958e-06	0.00517660089236	0.108881710012	0.0852939519404	0.0854709665137	0.188360418991	0.200425114679	0.000812446671913
a8	0.000207062083804	0.121142674599	0.22087084945	2.0392676664e-05	0.00018298012362	3.06923186932e-05	0.0572747632975	0.128813938671	0.0470301649801	0.0584349025046	0.068338666497	0.295321118226	0.0023317839573
a31	0.000272506791704	0.367367754466	0.0991271568167	1.78562405646e-05	0.00022750813298	4.00231446198e-05	0.0742574875992	0.082629753439	0.0246313936934	0.0429147103982	0.0274121682657	0.278417435275	0.00268426701477
a13	0.000172576101004	0.450044185722	0.0949208036056	6.2760131981e-06	7.71665350003e-05	1.33743499987e-05	0.0841536156997	0.109520436362	0.0350854905978	0.121158556363	0.0100032565886	0.0939326007583	0.00091169801059
a31	0.000139292760785	0.477800652807	0.0902636625352	2.41589044884e-06	2.70492512616e-05	4.49138481245e-06	0.0860479325666	0.118478295006	0.0383335269326	0.147355846348	0.0089522540962	0.0322782654194	0.000316332566863
a46	0.000603007674045	0.486134352602	0.0441672738451	0.000162901712866	0.000102289641115	8.4766296347e-05	0.0311044931889	0.142900894554	0.0198519017109	0.248921296343	0.0130128550321	0.0128011625065	0.000152784078954
a35	0.00149634439135	0.334223419201	0.0572182929484	0.000231303320289	0.000189174843705	0.000131464564449	0.0140053141963	0.168866672518	0.015391881237	0.355970685448	0.030544100344	0.0206797108355	0.00105161706298
a24	0.00159804806378	0.5318564964	0.128168954316	9.21464699563e-05	0.000125703048002	6.38475593997e-05	0.00667848521543	0.075110445906	0.00722828393233	0.194073938149	0.0316262276147	0.0219563135785	0.00142110693099
a18	0.00432959975459	0.648297375467	0.189539168105	0.000548809987179	0.000510963436101	0.000528375278717	0.00564256075514	0.0392246470353	0.00889827749744	0.0807517830497	0.0121642343716	0.0087071229595	0.000857106576997
a17	0.0062451889182	0.728134045156	0.159722532702	0.000771607902393	0.000721144935367	0.000755876219572	0.00598739465171	0.0292250390118	0.0107772905991	0.0455921080166	0.00629818969053	0.0048642889865	0.000905323115666
a43	0.00613586797273	0.659830471719	0.0858841189007	0.00103006520746	0.000590054535122	0.000946129833191	0.0041784714839	0.0212160886706	0.00868255796637	0.0454654123389	0.0263194671302	0.133194294529	0.00652698670522
a31	0.00473954165758	0.675560680573	0.0352986896336	0.00104550239143	0.000463768925585	0.000936803905083	0.00268506484463	0.0156826869902	0.00651800663879	0.040949391313	0.0326788540434	0.17535980661	0.00808121018041
a20	0.00916710188586	0.761167983524	0.0651724985445	0.00190574138608	0.000850317589073	0.00115952509571	0.00719889043154	0.0231050920967	0.0117270221963	0.0400668356377	0.0141234823478	0.0606705553033	0.00368499060547
