 	ancora	non	mi	sono	vestito	</S>
a8	0.11336562	0.200125215	0.655176475	0.026817746025	0.00177654281285	0.00273834165
a31	0.127838633333	0.0980920596667	0.738255228333	0.031658000675	0.00180132455762	0.00235470367
a10	0.113746879111	0.0414214387556	0.827701229444	0.0156661252667	0.00062688116544	0.000837451264583
a31	0.044338092037	0.0194853271185	0.930190023148	0.0054976859639	0.00020915996014	0.000279751261711
a18	0.0235944573457	0.0123200036395	0.907277504383	0.0564278131546	0.000278604788807	0.000101642321504
a31	0.0190966114486	0.00790947647983	0.899165701461	0.0734788204182	0.000301654825786	4.77258858347e-05
a20	0.0289019938162	0.0110857534933	0.72190223382	0.237350739506	0.000713013548112	4.62304339449e-05
a31	0.0514126012721	0.0221872998311	0.633367661273	0.292098999102	0.000860283458704	7.31470966483e-05
a13	0.091363300424	0.0650158546104	0.531254123758	0.281499432301	0.0306538258622	0.000213472142216
a35	0.087636806808	0.108219733537	0.266893137919	0.329725867434	0.204709116954	0.00281531781407
a39	0.049728443936	0.162781679846	0.271590505973	0.170455082478	0.339987352318	0.00545691620469
a46	0.033616471312	0.147342434949	0.209961844658	0.080817530826	0.518345900773	0.0099157847349
a31	0.153377302104	0.237529473316	0.0806311822193	0.0430460478087	0.474898979424	0.0105169899783
a20	0.233015660701	0.322401334439	0.0419140404064	0.0511717268029	0.345788688975	0.00570855559277
a31	0.2989391469	0.30571748148	0.0262114984688	0.0535651136343	0.310031605658	0.00553517483092
a39	0.3153754423	0.335615013827	0.0160182308229	0.0291082959114	0.297760644553	0.00612240271031
a31	0.355261957433	0.310856544609	0.0126899826076	0.0208795849038	0.293688313518	0.00662364223677
</S>	0.493594903716	0.308273972304	0.0152906978038	0.0104929518519	0.164866004759	0.00748149311839
