 	dovevo	comprare	il	pane	</S>
a31	0.0665234216	0.100588313	0.23342266	0.597299665	0.00216597315
a46	0.2415952472	0.0921112296667	0.186175386	0.476738821667	0.00337934171667
a31	0.302925269067	0.0554477985556	0.300379778	0.338213880556	0.00303326333889
a18	0.450490753022	0.0533736061852	0.337285388333	0.157483116185	0.00136714229963
a13	0.665109317674	0.0619480140617	0.128932845111	0.141800481395	0.00220934575321
a0	0.574750455891	0.217227806687	0.073935765037	0.130509652132	0.0035763144844
a20	0.378912715297	0.471102688896	0.0874156683457	0.0583248423773	0.00424411902813
a7	0.269469505099	0.583080402965	0.0983494561152	0.0317103054591	0.017390394876
a20	0.197347483033	0.492411820988	0.122082835372	0.0246674684864	0.163490429292
a31	0.086005308011	0.490566840329	0.197489295124	0.0239466771621	0.201991874097
a11	0.278775368337	0.445817653443	0.176739740041	0.0162436187207	0.0824236090323
a39	0.413483002779	0.307464824481	0.12472609168	0.0263012492402	0.128024823011
a31	0.25484040426	0.406982341494	0.110249942227	0.0440644594134	0.18386284767
a13	0.353663038087	0.428731023831	0.0633586317423	0.0335066282378	0.12074068189
a17	0.444663826029	0.382802637944	0.0528159565808	0.0206920871793	0.0990255132967
a31	0.298837788676	0.398021465981	0.0566377271936	0.0481409723931	0.198362081099
a46	0.333332362892	0.385050281994	0.0403158357312	0.0507881455644	0.1905133897
a20	0.308550861631	0.517875000665	0.0235618562437	0.0198926949548	0.1301196059
a31	0.260041944544	0.461703870222	0.0390741514146	0.126497413318	0.112682640967
</S>	0.336798097272	0.285804970111	0.0611945407073	0.240529756659	0.0756726339835
