 	sembra	che	il	ladro	è	entrato	da	qui	</S>
a31	1.514275246e-05	0.02479749	0.073963245	0.4401063983	0.001113656755	0.05185518354	0.00190399118	0.40531816	0.000926696308
a28	1.57153957933e-05	0.0163404709333	0.07272381	0.7500595861	0.001267449875	0.0173734587767	0.000663214314063	0.141226786733	0.000329506999667
a37	1.65486279978e-05	0.00702652717777	0.0496751083333	0.888851495367	0.000802599081667	0.00581611049123	0.000221168090528	0.047474923401	0.000115524431556
a31	6.3175366666e-06	0.00555634599259	0.285489969444	0.688920481789	0.000652212977222	0.00216598810941	0.000120642808619	0.017031000857	5.7052872852e-05
a11	2.47295548953e-06	0.0050812204542	0.362588877148	0.623751730596	0.000688013242407	0.000943499518567	8.70939381687e-05	0.00682245268067	3.46486410773e-05
a31	1.55931179651e-06	0.00840834360807	0.149414876383	0.836893806865	0.000800540347469	0.000330605088286	3.65250090186e-05	0.00409768732189	1.60610114858e-05
a20	0.000442056200232	0.014903039536	0.101826887128	0.838275678955	0.0412035144492	0.000126509053795	2.01434648062e-05	0.00319133266663	1.08743853619e-05
a31	0.000595826247411	0.0303298908453	0.0865763140427	0.821105892985	0.0577815998164	6.41943056317e-05	1.68198134021e-05	0.00350046494821	2.9045336654e-05
a39	0.00472398289647	0.0506746192818	0.0871296930142	0.745438630995	0.108312928272	4.47838885439e-05	2.06101874674e-05	0.00361220908207	4.25799688847e-05
a31	0.00616516215882	0.0630758654273	0.0883214426714	0.715293356998	0.125003597424	5.39324395146e-05	2.46662791558e-05	0.00200699656002	5.50130162949e-05
a13	0.0140301999129	0.0943358118091	0.0889396075571	0.686477232333	0.114597570475	5.80011051715e-05	2.63774567186e-05	0.00147145523167	6.37489294316e-05
a31	0.0168351827476	0.113468715603	0.0923978691857	0.664440477444	0.111696183158	4.99936703905e-05	3.21378552395e-05	0.00100354098889	7.59086004772e-05
a13	0.0528205363592	0.169438543534	0.0895715197286	0.591034092481	0.096073787386	5.23711764635e-05	4.48611647465e-05	0.000856821182963	0.000107494990159
a31	0.0681886704531	0.277868697845	0.10178324991	0.45569295416	0.0943572781287	9.76868818212e-05	0.000139150650582	0.00160551458099	0.00026682487672
a39	0.200379548484	0.331096342615	0.0851440616367	0.322209528053	0.0583949117096	0.000149290157274	0.000242586890194	0.001894079097	0.00048967413224
a11	0.508742382828	0.281606104205	0.0400304438789	0.124916047018	0.0432179689032	0.000102874628425	0.000220952750065	0.000747159835667	0.000416081367413
a46	0.578487810943	0.246298688068	0.034775996293	0.0466833516727	0.0568242629677	0.00592197980548	0.00692184717002	0.00989088864522	0.0141951978291
a18	0.377014033648	0.288838019356	0.0389009087643	0.0191399459242	0.0616079346559	0.0866666119352	0.0254427457233	0.0247234878817	0.0776663092764
a31	0.252829524549	0.329679406452	0.0318108462548	0.00942653500807	0.0604664348853	0.117637915312	0.0469998642411	0.0527291036272	0.0984203524255
a39	0.42780897485	0.264926062151	0.0231332837516	0.00658925276936	0.0904277029618	0.0493234154573	0.0402154662804	0.0503405405557	0.0472353039752
a18	0.572007191617	0.234546980717	0.0159059085839	0.00445286682312	0.100749238987	0.0170170742391	0.0202775339601	0.0171911942652	0.0178520067917
a46	0.371481923872	0.336163206906	0.020322728528	0.00327858910771	0.072644442329	0.0893367314797	0.0238047449867	0.0330084448217	0.0499591472306
a31	0.256204374624	0.338873162302	0.0222492085093	0.00302493640257	0.0567255271097	0.12506181716	0.0430002536622	0.0806219236072	0.0742387490769
</S>	0.310184797312	0.292930251151	0.0214955077546	0.00350665420128	0.0723527760548	0.08055919858	0.0552852948311	0.104266036804	0.0594194495385
