 	ho	cosa	a	fare	</S>
a23	0.00039221444	0.120225718	0.444369545	0.4233443775	0.0116681585
a17	0.000494656083333	0.146228171333	0.222892858333	0.619591425833	0.0107929190733
a31	0.00121473165111	0.163531245778	0.113609562778	0.717860441944	0.00378402896443
a8	0.00353788551704	0.0649758247327	0.056779271926	0.828251130648	0.0464558886881
a31	0.00362602446568	0.0250131593842	0.052644731642	0.858021243549	0.060694807596
a13	0.00636357758189	0.0274317521281	0.0726233405473	0.862611051183	0.0309702285653
a24	0.109398274861	0.167706069376	0.0596324108491	0.642071277061	0.0211919231051
a31	0.13884504412	0.359377196459	0.201322157616	0.293051399687	0.0074041480717
a13	0.07827768054	0.323226112153	0.253687212539	0.240062793896	0.104746157477
a31	0.0579326354967	0.239573084051	0.34556136418	0.219742411632	0.137190475092
a18	0.142270790482	0.33293386135	0.364844154727	0.100504654211	0.059446540964
a0	0.201052240161	0.571937553783	0.130057755509	0.0623839154037	0.0345685643213
a39	0.183329280054	0.734047717928	0.0451796595363	0.0246994596679	0.0127439323271
</S>	0.220047490027	0.736644458964	0.0234186854182	0.0132599606339	0.00662946649355
