 	non	mi	aspetti	non	vengo	</S>
a33	0.000354716475	0.41076577	0.0638627205	0.0777557845	0.44284652412	0.0044144678
a31	0.000219327795	0.157225228357	0.357470065167	0.0319449931333	0.448887452373	0.004252891712
a37	0.000200569408333	0.0527482945757	0.776522998389	0.0109561745678	0.158144291358	0.00142762169313
a35	0.000144649629444	0.0179920662252	0.744895709463	0.0039138698526	0.232526343353	0.000527322224843
a31	7.3611268048e-05	0.0062330200884	0.736745593154	0.00166150809087	0.255058835284	0.000227433421681
a7	0.000504405444249	0.0022177615028	0.602056394385	0.00136667476362	0.393736165928	0.000118637800627
a18	0.00156889281475	0.00283185306093	0.284908364795	0.00566771828787	0.703166771976	0.00185643639688
a24	0.00330869403825	0.00517889185364	0.199039628265	0.00729218629596	0.782157360659	0.00302329299896
a31	0.00313249344608	0.0183066812845	0.359977889422	0.0695579729653	0.547316816386	0.00170818622299
a20	0.00244706241536	0.0236332807615	0.373623587474	0.0901403458551	0.507286014962	0.00286969799766
a8	0.00224396432512	0.0125788958205	0.128994626425	0.0309445274184	0.794417728321	0.0308202432326
a31	0.00147896006171	0.0083699496735	0.047851746075	0.0115517997395	0.892460066107	0.0382874496109
</S>	0.00154938243085	0.00813576208675	0.0294972695375	0.00720091486975	0.933902483053	0.0197141226054
