 	tu	quante	bottiglie	hai	rotto	dieci	</S>
a21	0.584948505	0.4117788195	0.000282215394	2.937494565e-06	6.18142101e-06	0.00083341183	0.002147926835
a20	0.270155808667	0.728654423167	0.000132385836	1.18205809833e-06	2.75380247667e-06	0.000290678043477	0.0007628151175
a35	0.344073573222	0.651178037722	8.1639706e-05	1.07718119944e-06	1.74173114556e-06	0.0010770668613	0.00358689778833
a20	0.679299557741	0.314553701241	3.06717217e-05	8.9823061148e-07	9.76580421853e-07	0.0014220407971	0.00469216540611
a38	0.733048119247	0.26185725908	2.92381316e-05	5.24170858216e-06	1.05260986062e-06	0.00126884690903	0.00379027194537
a31	0.761483926416	0.233927083693	2.862566789e-05	6.67686812472e-06	9.91808340207e-07	0.00115137481234	0.00340135453179
a18	0.595156653805	0.396212051898	0.00602403132332	0.000798235013972	5.30634430007e-06	0.000529129480113	0.00127463392393
a23	0.302025799602	0.476641100633	0.0193058771078	0.0111495368713	0.0217735304844	0.133600788327	0.035503435838
a24	0.349358679867	0.363939160211	0.0178962943359	0.0138745908471	0.0290337173791	0.178896608209	0.0470009817893
a37	0.320009329956	0.547164273404	0.0336313267453	0.00833548383903	0.0100514693107	0.0636367828363	0.0171713437731
a20	0.238322029985	0.520393424468	0.0817169555818	0.025301788613	0.0218286914036	0.0946896956121	0.017747402591
a31	0.370227426662	0.387071641489	0.0703939031606	0.0273269210203	0.0253909992071	0.102201988394	0.0173870586637
a20	0.349504680554	0.40180193383	0.0927389290202	0.0344674284894	0.0333589964749	0.0757250426547	0.0124029493546
a33	0.193880228518	0.289558113943	0.10467575634	0.0414146441631	0.0660534054916	0.235102337552	0.0693154964515
a31	0.352655516173	0.203775607314	0.04000372718	0.0184297126144	0.0520759397049	0.248045314184	0.0850141847172
a20	0.375002110058	0.285023255771	0.0689059607933	0.0330958094315	0.050514857776	0.145748603061	0.0417094301391
a31	0.347186941353	0.349818885257	0.0781729466644	0.0379493648205	0.049980284134	0.11080446092	0.0260871390464
a20	0.325736670451	0.350217201752	0.0788573386215	0.0449387499502	0.07765438292	0.10370854354	0.0188871146821
a31	0.280516823484	0.386459707251	0.0790683625572	0.0472880790467	0.0868818582383	0.101150463547	0.0186346942274
</S>	0.376580026742	0.450943403626	0.0396875458036	0.0236927651184	0.0434516800167	0.0510828653235	0.0145617031137
