 	che	vende	buon	pane	</S>
a17	0.01507651245	0.0705439405	0.00413843805	0.9094831	0.000758049665
a31	0.0203614997833	0.200998226833	0.14738167695	0.630748063333	0.000510550398333
a11	0.0459383215944	0.513933892278	0.195419528117	0.244336452211	0.000371802351444
a39	0.0523648421981	0.786596064093	0.066923926839	0.0937102385037	0.000404951035815
a35	0.0318507439327	0.895832941364	0.0254276012797	0.0460515676679	0.000837167078605
a39	0.0131143255776	0.950726087121	0.0142897807599	0.020979371156	0.000890429642868
a31	0.0103765245925	0.676769410707	0.0367969465866	0.275235670819	0.000821435464289
a24	0.0171533548642	0.544719931902	0.0641926088622	0.35878378544	0.0151503192548
a18	0.0202292892881	0.541303597301	0.123404229621	0.13023853598	0.184824335418
a31	0.0146137207627	0.537219052434	0.143917979874	0.0747418709933	0.229507349806
a13	0.0714197835876	0.560513270811	0.207443453291	0.0489740029978	0.111649484602
a31	0.0909128045292	0.584176876937	0.21329445943	0.0252312936659	0.0863845732007
a46	0.124084154843	0.628259892312	0.17906154481	0.0148385015486	0.0537559047336
a8	0.175562361614	0.517286864104	0.24032819827	0.0063564930762	0.0604660722445
</S>	0.152532575807	0.518245282052	0.242509099135	0.0050691698881	0.0816438641222
