 	avete	cucinato	le	verdure	</S>
a20	0.193689888	0.01342557985	0.54718809	0.24135075	0.0043456878
a31	0.119265964667	0.06578877095	0.621298563333	0.190674077667	0.00297260901333
a37	0.310693421556	0.0884822103167	0.520925381111	0.0787806398723	0.00111834093761
a10	0.626994260519	0.0556153401056	0.289961633704	0.0269886532074	0.000440132685703
a20	0.83267910684	0.0350631685685	0.122130910901	0.0098233079358	0.000303532788568
a28	0.709436808947	0.198137598056	0.0883650533003	0.00365177820527	0.000408789592856
a20	0.436250299649	0.487113162685	0.0749558521001	0.00132292813909	0.000357781563952
a33	0.246793215883	0.721515830895	0.0295739037	0.000658219123697	0.00145887896432
a8	0.221269951294	0.757141153632	0.0180484932333	0.00110619467457	0.00243425755477
</S>	0.307742005647	0.670148241816	0.0184134116166	0.00156085983728	0.00213549927738
