 	sto	ancora	cucinando	</S>
a20	0.8559032	0.141332584	0.001446334969	0.00131789851
a31	0.938879813333	0.0580681801667	0.00144942018233	0.00160263930333
a37	0.941330851111	0.0229748502222	0.0348004797534	0.00089382843111
a20	0.88627995037	0.0506658874074	0.0627323769178	0.00032177254037
a31	0.89989181679	0.0622462541358	0.0377317973261	0.000130152917443
a30	0.634619279597	0.0313938393786	0.333807722129	0.000179187899801
a46	0.269209267199	0.0621064261262	0.59109913071	0.0775851790233
a31	0.406743289066	0.134214658709	0.355677035303	0.103365031618
a39	0.434130431689	0.139342702903	0.332596003501	0.093930895816
a15	0.358183412563	0.152455770968	0.3892109245	0.100149903272
a20	0.304888123854	0.131711764323	0.224737658167	0.338662432424
a22	0.114295362618	0.052573411441	0.404732969389	0.428398229808
a31	0.103608572539	0.0358101498137	0.64643152313	0.214149742269
a46	0.102949022513	0.0265404401046	0.653137574377	0.217372970756
</S>	0.0679726837565	0.0172805053023	0.664537887189	0.250208950378
