 	venne	scritto	</S>
a29	0.86454483	0.1353491425	0.0001059932725
a24	0.855963096667	0.143989163167	4.77342101667e-05
a37	0.918092065556	0.0816077387223	0.000300238977722
a29	0.849496305185	0.147830391574	0.00267331093591
a13	0.553583225062	0.377620050525	0.0687967259786
a11	0.266025109687	0.530820316842	0.20315458866
a31	0.232701831229	0.578714838947	0.188583329887
a39	0.188727296076	0.464319089649	0.346953626962
a18	0.069498375692	0.27714898655	0.653352658987
a8	0.0300142392307	0.20277462885	0.767211152996
</S>	0.0208647536153	0.161182694425	0.817952576498
