 	Marika	tu	hai	mangiato	</S>
a8	0.398841665	0.33030683	0.00561653003	0.229695986875	0.0355390146
a31	0.346818045	0.209410656667	0.00649285371	0.401798482292	0.0354799656733
a24	0.225267014	0.453192812222	0.00309288635	0.306534179431	0.0119131030161
a31	0.268644197	0.605310270741	0.00163875359667	0.120430044144	0.00397674043137
a28	0.309927372333	0.562400856914	0.00148528846556	0.124791470381	0.00139502198479
a31	0.158918910778	0.730999408971	0.000834062411853	0.10869218376	0.000555477731597
a3	0.181997300259	0.687468716324	0.00382519786062	0.122789164887	0.0039196292472
a18	0.24059108342	0.421216852108	0.0170751989535	0.281252748296	0.0398640767491
a31	0.148114627807	0.534700290703	0.0179518805568	0.251079283099	0.0481538609614
a23	0.0987869159357	0.531257656901	0.127670888758	0.2123745247	0.0299099616988
a31	0.253492328645	0.356116445634	0.164665382486	0.200514972233	0.0252108325663
a20	0.360556542882	0.277697026878	0.257683090395	0.0922918760777	0.0117714386554
</S>	0.329394121441	0.151363655939	0.432392845197	0.0780092550389	0.0088401120277
