 	ora	ho	finito	di	scrivere	</S>
a23	0.51417003	0.00358268095	0.04096219785	0.051159805	0.38781240035	0.0023128116
a31	0.46784944	0.00378340948333	0.0760768345167	0.060001105	0.39040702945	0.00188211315133
a28	0.460707666667	0.00394433639444	0.364687921506	0.0367899494067	0.13323494423	0.000635139230422
a31	0.259866908889	0.00225550259815	0.660706573835	0.0324693642089	0.0444896623263	0.00021197126511
a41	0.214208342963	0.00346048076605	0.679445534612	0.0756159547363	0.0271887466121	8.09285180267e-05
a21	0.328888667654	0.00517849598868	0.501809521537	0.0998846515788	0.0640307055374	0.000207962676009
a24	0.336982115885	0.00897087306289	0.493624857179	0.0760468921929	0.0840920118458	0.00028328233867
a31	0.244868998628	0.00875283530296	0.653081602393	0.0448854803976	0.0482626472819	0.000148471841557
a39	0.196223074543	0.0899569407163	0.488548744131	0.0427488481325	0.180455749094	0.00206667759585
a31	0.169285606514	0.117227912105	0.424447571377	0.0585025593775	0.227792944365	0.00274346047528
a28	0.167802815505	0.190391252568	0.384381665792	0.0509595317925	0.204191492788	0.00227327186843
a31	0.266688888502	0.216799708856	0.219695083931	0.0337711735975	0.257917994263	0.00512714272281
a20	0.281999639501	0.298657454285	0.155523745644	0.0214149691992	0.235617494754	0.0067867254076
a37	0.132894493167	0.591858438095	0.061273805548	0.00899205279973	0.192283638251	0.0126976206359
</S>	0.0993570015835	0.698185649048	0.038788461774	0.00485326549986	0.139841729125	0.018973915818
