 	si	è	rotta	la	coppa	</S>
a31	0.24749016	0.02796548975	0.241999	0.219288	0.225379065	0.037878255
a20	0.280025293333	0.0184376199167	0.250083156667	0.217683796667	0.210062545	0.0237075913333
a19	0.343483954444	0.0153539221389	0.246872122222	0.186247605556	0.191621738333	0.0164207014444
a18	0.415468358148	0.0148479363796	0.241448157407	0.145627465185	0.166774242778	0.0158338554815
a27	0.456296232716	0.0162261804599	0.245281785802	0.129571401728	0.134339044259	0.0182853388272
a31	0.428848164239	0.0398912504866	0.230332985267	0.129271927243	0.131470008086	0.0401856412757
a39	0.361576801413	0.0679816718289	0.217735465089	0.137507132414	0.149145766029	0.0660531304252
a31	0.279286730471	0.095830763943	0.205017801696	0.144373227471	0.18120919201	0.0942822768084
a46	0.20384228349	0.127002601314	0.178167157232	0.149416175824	0.215261714003	0.126310072269
a31	0.174009914497	0.142823083771	0.167325602411	0.153928398608	0.219115024668	0.14279798409
a20	0.163623301499	0.15282466459	0.162730814137	0.157845952869	0.210080298223	0.152894964697
</S>	0.16058298075	0.155622507295	0.161965967068	0.159208486435	0.206883529111	0.155736492349
