 	lo	sentii	che	arrivò	</S>
a11	0.168882645	0.211469985	0.244334135	0.27954122	0.095771985
a31	0.1275668	0.201872431667	0.232959455	0.37907654	0.0585247443333
a28	0.0811541603333	0.207723887222	0.215273028333	0.463256433333	0.0325924864444
a37	0.0593136511111	0.201539142407	0.201964406111	0.512894264444	0.0242885431481
a20	0.0374335107037	0.182254000802	0.16781480537	0.589244988148	0.023252679716
a31	0.0350275635679	0.163746540267	0.134361068457	0.627536396049	0.0393284199053
a1	0.0452600145226	0.139660496756	0.118002852819	0.62566726535	0.0714093679684
a0	0.0486860681742	0.132402518919	0.122261084273	0.605234321783	0.0914160073228
a17	0.0524605713914	0.158396936306	0.141567284758	0.549007373928	0.0985678257743
a31	0.0826802437971	0.179830512102	0.161957921586	0.453044924643	0.122486375258
a0	0.100978374599	0.168120250701	0.165795503862	0.419813214881	0.145292645086
a46	0.106194261533	0.164980263567	0.166634124621	0.412087728294	0.150103608362
a31	0.136432217178	0.178700387856	0.176155798207	0.345707652765	0.163003936121
a18	0.155226509059	0.183958672619	0.186195092736	0.295201597588	0.17941813204
a31	0.167017766353	0.18771380754	0.191876014245	0.265068722529	0.188323697347
a39	0.180411698784	0.192809055847	0.195737948082	0.23705667751	0.193984619116
a31	0.186906546261	0.195368695282	0.198072942694	0.222357775837	0.197294019705
a46	0.19247587542	0.197447891761	0.199175424231	0.212072721946	0.198828076568
</S>	0.19354819771	0.19784642588	0.199527512115	0.209759580973	0.199318293284
