 	venne	scritto	</S>
a29	0.44146074	0.485411015	0.0731282675
a24	0.473040643333	0.468639515	0.0583198525
a37	0.490685354444	0.474967888333	0.0343467408333
a29	0.473399521481	0.506154246111	0.0204462154444
a13	0.45624454716	0.528476348704	0.0152790946481
a11	0.454487152387	0.529802516235	0.015710324216
a31	0.485809120796	0.476855598745	0.0373352897387
a39	0.523229060265	0.410545859582	0.0662250799129
a18	0.540043976755	0.367015409861	0.0929405966376
a8	0.501498768918	0.330710259954	0.167790955546
</S>	0.454257464459	0.321132229977	0.224610287773
