 	sapeva	che	fa	freddo	e	non	aveva	di	nuotare	</S>
a31	0.104023927	0.0681939735	0.0607435275	0.06242258	0.111434747	0.115356825	0.122664452	0.134225155	0.17869445	0.0422403515
a20	0.123656827	0.0853987645	0.0716422345	0.0678371433333	0.117630717	0.116477143667	0.120264507333	0.127715085	0.135139276667	0.0342382881667
a31	0.130033675667	0.0945224548333	0.0759337818333	0.0659017664444	0.116515673667	0.111858466556	0.124504082444	0.143002381667	0.113064462222	0.0246632651889
a29	0.120890105222	0.0936137449444	0.0780258356111	0.0653570428148	0.116092914556	0.111538958852	0.134386790815	0.162032667222	0.105320007407	0.0127419451963
a15	0.120280368407	0.0897515716481	0.0773076952037	0.0645308029383	0.121512994852	0.116397172951	0.134846743605	0.158982405741	0.107963859136	0.00842639539877
a31	0.127895662802	0.0964201938827	0.0817323404012	0.0683811759794	0.124825098284	0.11478376765	0.123027481202	0.153876341914	0.102232739712	0.00682520179959
a18	0.135135894267	0.107389627961	0.0884291354671	0.0749593836598	0.125363459428	0.108316781217	0.110071197067	0.155621357305	0.088719809904	0.00599334326653
a46	0.143001334756	0.109991992654	0.0906874451557	0.0822951558866	0.128029739809	0.102200489072	0.0997126473557	0.154193572435	0.0825798153013	0.00730779342218
a31	0.150943774919	0.115455534218	0.0973901283852	0.0934677666289	0.13344551327	0.097354713024	0.0866811474519	0.139642664145	0.0767186091004	0.00890015480739
a37	0.155816328306	0.121581438073	0.103425587795	0.10219173221	0.135258807757	0.0946298376747	0.079467832484	0.127659161382	0.0687703250335	0.0111989589358
a31	0.157365849435	0.121604119358	0.104079164265	0.108377357403	0.132342309252	0.0896421692249	0.0756289941613	0.123778383794	0.0688388583445	0.0183427823119
a41	0.163683573145	0.118158066453	0.100664071422	0.113617870801	0.126813308084	0.086856023075	0.0717956947204	0.118487041265	0.0732400641148	0.0266842694373
a31	0.162741204382	0.107021105484	0.0906086771407	0.111375370267	0.114815001028	0.0861830893583	0.0722592582401	0.112768213755	0.0987783760383	0.0434496864791
a3	0.153497518127	0.096647921828	0.0842794057136	0.113333895089	0.106511983676	0.0854950014528	0.0729726394134	0.106609454585	0.123264988679	0.0573871831597
a31	0.135272226042	0.0860836939427	0.0780174985712	0.10989832003	0.097063599892	0.0845727604843	0.0766124264711	0.104463228195	0.150725166226	0.0772910753866
a23	0.109872838681	0.0776070313142	0.0728884895237	0.0987386303433	0.088705121964	0.0826907781614	0.080764042157	0.104891191065	0.183904635409	0.0999372484622
a29	0.0970115828937	0.0757643421047	0.0725965998412	0.0955462021144	0.0885014273213	0.0820371673871	0.0823463740523	0.108511747022	0.19197085847	0.105713726154
a46	0.0890284176312	0.0718419923682	0.0700049916137	0.0895488973715	0.0884803691071	0.0836353437957	0.0871086013508	0.116527877341	0.19189266949	0.111930862051
a23	0.0848501525437	0.0680143274561	0.0670094455379	0.0820719777905	0.0916663630357	0.0874965659319	0.0951686937836	0.133575392447	0.178738586497	0.11140852735
</S>	0.0843795262718	0.0661805937281	0.0653566577689	0.0790176368953	0.0945874065178	0.089789607966	0.0996607568918	0.145993926223	0.167905343248	0.107128593675
