 	credo	che	stanno	ancora	svegli	</S>
a31	0.161235715	0.15664508	0.164185405	0.210462745	0.223160435	0.084310666
a20	0.202514108333	0.169676626667	0.174075131667	0.189642091667	0.192275611667	0.071816458
a21	0.231842602778	0.172514725556	0.174909243889	0.179572150556	0.177059207222	0.064102066
a31	0.234864450926	0.166219718519	0.17780204463	0.184134773519	0.191055195741	0.045923804
a37	0.239820746975	0.160782136173	0.177832281543	0.18588339784	0.200665721914	0.0350157043333
a31	0.230511268992	0.152887858724	0.174160337181	0.198846982613	0.216668433971	0.0269251134444
a13	0.209790346331	0.148361122908	0.178081182394	0.211261600871	0.23250640799	0.0199993078148
a31	0.20080483211	0.147274897636	0.179492354131	0.222418563624	0.233935185997	0.0160741086049
a20	0.19168312737	0.141925875879	0.180557681377	0.231777747875	0.240724018666	0.0133315178683
a31	0.19344284579	0.138956195293	0.182151363792	0.236580792625	0.236419262889	0.0124495452894
a39	0.192129978597	0.134363848431	0.180591654597	0.241887030875	0.239281674296	0.0117458397631
a18	0.182279346199	0.14426908281	0.189745451532	0.229635400292	0.241484901432	0.012585828921
a33	0.2015806854	0.144988707603	0.189492157177	0.213055223431	0.234855400477	0.016027786307
a39	0.2162218118	0.150108149201	0.188310865726	0.20201370781	0.225664346826	0.0176810641023
a31	0.239055433933	0.141638949734	0.177015041909	0.208840685937	0.216444192275	0.0170056813674
a39	0.269286871311	0.117182319911	0.164887287303	0.224677155312	0.206779880758	0.0171865111225
a33	0.274852760437	0.103567936637	0.158455419101	0.224249561771	0.213863803586	0.0250105367075
a8	0.286037693479	0.0999344472123	0.147902296367	0.201124637257	0.228588564529	0.0364123792358
a31	0.303910347826	0.0946551407374	0.137327328789	0.198447292419	0.224021588176	0.0416383280786
a7	0.337869049275	0.0814919369125	0.12665717293	0.209728210806	0.203142966059	0.0411106543595
a31	0.375911623092	0.0792984273042	0.118778620977	0.191090743602	0.182702008686	0.0522185417865
a3	0.381508557697	0.0836870607681	0.111372150326	0.165187304534	0.180299332895	0.0779455785955
a31	0.361093702566	0.0893192335894	0.108910818109	0.151498354845	0.184793000965	0.104384862865
a13	0.311996950855	0.0943759745298	0.107859074036	0.147002181615	0.199711960322	0.139053797622
a20	0.251347843618	0.0944763915099	0.104019354679	0.163918250538	0.223110603441	0.163127509207
a7	0.214458477873	0.08483282717	0.0959101082263	0.199907500179	0.244988391147	0.159902676402
a35	0.207903892624	0.0737731090567	0.0956545827421	0.233855963393	0.249786280382	0.139026172134
a31	0.197788864208	0.0764663680189	0.102686074247	0.246521507798	0.241595643461	0.134941557378
a20	0.170756641403	0.091516827673	0.108850511416	0.233376792599	0.235190954487	0.160308282459
a31	0.154112283801	0.104299085891	0.116506957139	0.2164197542	0.224852954829	0.18380896082
</S>	0.1487322969	0.110152772945	0.12141917857	0.2099469671	0.217956622415	0.19179215041
