 	deve	che	entra	da	qui	</S>
a31	0.106548635	0.3624821	0.201073885	0.134290135	0.1176335075	0.07797176
a21	0.0810415316667	0.483404823333	0.225897691667	0.0961427636667	0.0734149575	0.0400982396667
a31	0.0656783938889	0.546003204444	0.240573953889	0.0658188145556	0.0522458591667	0.0296797972222
a20	0.0501794632963	0.575751818148	0.250407971296	0.0466028961852	0.0462555930556	0.0308022684074
a11	0.0432090907654	0.584752639383	0.225830837099	0.0460739313951	0.0587782860185	0.0413552001358
a31	0.0490779945885	0.507213436461	0.1907061257	0.0755724597984	0.102251597006	0.0751784023786
a37	0.0633394481962	0.37880296882	0.1804046919	0.108690149933	0.149113142335	0.11964960746
a31	0.0821908027321	0.258140969607	0.175440740633	0.143256959978	0.180522580778	0.16044792582
a8	0.101580737577	0.167992126536	0.152679426878	0.182585659993	0.202621706926	0.192540318607
a31	0.118339262526	0.131404566845	0.135219435626	0.199268403331	0.209827148975	0.205941159536
a46	0.129482334175	0.117089156948	0.123593545209	0.206437874444	0.212426902992	0.210970176512
a31	0.140175841392	0.115904673983	0.12021400507	0.205583324815	0.209308500997	0.208813658837
</S>	0.149211595696	0.118954669491	0.122592277535	0.201570362407	0.203967980499	0.203703129418
