 	voglio	un	forno	che	vende	rustici	</S>
a31	0.05305529	0.06247536	0.1203624725	0.199078655	0.227513575	0.241823355	0.095691345
a37	0.0681607833333	0.076745405	0.122608935833	0.202536148333	0.229288321667	0.232647791667	0.0680126406667
a31	0.0696197057778	0.0790083733333	0.107373101944	0.173269267444	0.261325810556	0.262607460556	0.0467962568889
a17	0.0600105632593	0.0678131431111	0.080852700648	0.151509697148	0.297692986852	0.315132490185	0.026988403963
a20	0.0518347777531	0.0585255473704	0.0681341668827	0.162524222383	0.301376342284	0.336199430062	0.0214055126543
a31	0.0410719335844	0.0461625101235	0.0545432749609	0.143045322461	0.292444664095	0.404081573354	0.0186507188848
a41	0.0305590805281	0.0341022357078	0.0405369226536	0.105290224487	0.274493798032	0.498043157785	0.0169745619616
a24	0.0253571418427	0.0290135295693	0.0355051492179	0.100034256829	0.252944072677	0.537501042595	0.0196447499872
a31	0.0209302786142	0.0239504811898	0.031137767406	0.0868504146097	0.213260634226	0.602049747532	0.0218206329957
a39	0.0179016298714	0.0198663880633	0.026677356802	0.0597997288699	0.167445951409	0.685791869177	0.0225170606652
a31	0.0184055649571	0.0200108623544	0.0268917822673	0.04799506229	0.13016774047	0.730493309726	0.0260356775551
a8	0.022287972319	0.0237104957848	0.0314723654224	0.04568957343	0.10826635549	0.734453936575	0.0341193188517
a26	0.0257333541063	0.0270393845949	0.0346405314741	0.0445150404767	0.108130937163	0.718911062192	0.0410296962839
a23	0.0251628137021	0.026485482865	0.0340250564914	0.0439787334922	0.119036099054	0.705716937397	0.0455948700946
a31	0.0254382949007	0.026674088955	0.0353069421638	0.0456628394974	0.113200963018	0.703525479132	0.0501913896982
a20	0.0332476806336	0.0343151276517	0.0433015997213	0.0516505741658	0.0993813293393	0.676150659711	0.0619530215661
a39	0.0356409038779	0.0371482975506	0.0486693142404	0.0564204820553	0.11643769478	0.634651653237	0.0710316258554
a11	0.0286011599593	0.0308830131835	0.0459751530801	0.0556122646851	0.144322581593	0.625982994412	0.0686227972851
a37	0.0245896009864	0.0278633343945	0.04422566936	0.0562777975617	0.166170133864	0.613895054804	0.0669784024284
a14	0.0241807323288	0.0284767104648	0.0452366307867	0.0585523635206	0.181383721288	0.594475931601	0.0676939441428
a24	0.0271036567763	0.0321086331549	0.0506925679289	0.0630732078402	0.189240507096	0.5661065772	0.0716748880476
a28	0.0337064799254	0.0400002620516	0.0587904803096	0.0701608092801	0.197167082365	0.518247915733	0.0819269760159
a20	0.0395089399751	0.0473406090172	0.0650054667699	0.07639098976	0.204583927455	0.473992381911	0.0931777003386
a8	0.0457800159917	0.0544470116724	0.0717411022566	0.08041766992	0.198146109152	0.45608591397	0.0933822417795
</S>	0.0505015169958	0.0595792838362	0.0761330061283	0.08240634996	0.191115329576	0.450317306985	0.0899472908897
