 	sicuramente	stanno	ancora	svegli	</S>
a17	0.18649711	0.22113243	0.232080685	0.240342995	0.11994679
a24	0.165167296667	0.244822903333	0.244888195	0.256969955	0.0881516733333
a28	0.133966485556	0.249278091111	0.246353971667	0.299677591667	0.0707238954444
a37	0.107688745185	0.230562967037	0.244053470556	0.354767497222	0.0629273641481
a18	0.0991029350617	0.214807822346	0.246791533519	0.379737902407	0.059559827716
a39	0.0930889583539	0.206852914115	0.261067971173	0.385110670802	0.053879492572
a31	0.0841763794513	0.237673001372	0.302690837058	0.326769806934	0.048690012524
a39	0.0756371464838	0.265668090457	0.326756302353	0.286276145645	0.045662347508
a31	0.0696319654946	0.274814010152	0.331687950784	0.274334741882	0.0495313115027
a46	0.0642079651649	0.287176710051	0.333056890261	0.258479063961	0.0570793375009
a31	0.062104455055	0.268204586684	0.337086370087	0.259183187987	0.073421397167
a18	0.0591412100183	0.262134905561	0.339196180029	0.253044289329	0.0864834240557
a31	0.0665607816728	0.24985542852	0.323473793343	0.25058191311	0.109528073019
a39	0.0800336205576	0.22653264284	0.302873001114	0.24840513437	0.142155587673
a31	0.0927293568525	0.20704296428	0.278016273705	0.251580781457	0.170630609224
a41	0.106945997284	0.18087799476	0.252593511235	0.255726880486	0.203855579741
a39	0.105982929095	0.169883771587	0.265357103745	0.260634343495	0.198141809914
a28	0.101357314698	0.182037323862	0.307780347915	0.252967764498	0.155857226638
a20	0.105063724899	0.211736771287	0.320464309305	0.238113861499	0.124621335546
a31	0.121254241633	0.218228307096	0.308640399768	0.224341267166	0.127535785182
a39	0.128084057211	0.196999195699	0.306408039923	0.228146859055	0.140361848394
a35	0.12206489907	0.202606978566	0.309408393308	0.233790079685	0.132129631131
a31	0.13476674969	0.216202136189	0.290205387769	0.223627376562	0.135198332044
a11	0.148646516563	0.199942715396	0.27795835259	0.220710395521	0.152742020681
a18	0.143560138854	0.204176705132	0.279889430863	0.22624567184	0.146128040227
a24	0.135913429618	0.221865988377	0.280525810288	0.22977568728	0.131919063409
a31	0.142843923206	0.220302939459	0.273727903429	0.22469662576	0.138428601136
a18	0.158896227735	0.209595183153	0.258913311143	0.21575847192	0.156836823712
a31	0.174476502578	0.202534604384	0.239276590381	0.209692053973	0.174020254571
a18	0.186759670859	0.199581424795	0.221676230127	0.204945801324	0.187036854857
a15	0.185054210286	0.199251134932	0.224445466709	0.206138470441	0.185110708286
a8	0.173697806762	0.203161858311	0.24053082557	0.209974720147	0.172634796095
a39	0.161603502254	0.209946566104	0.253078671857	0.216362466716	0.159008805365
a31	0.162818860751	0.210017112035	0.250589440619	0.216530348905	0.160044238455
</S>	0.170517105375	0.205844026018	0.24310297031	0.211916339452	0.168619549227
