 	essendosi	vestito	</S>
a46	0.32331251	0.546814525	0.1298729565
a31	0.237145986667	0.663385158333	0.0994688298333
a18	0.181877435556	0.728444219444	0.0896783116111
a31	0.168451541852	0.719969639815	0.11157882887
a20	0.157469000617	0.673609979938	0.168921039623
a46	0.182694943539	0.591114259979	0.226190796541
a20	0.21672146118	0.506975433326	0.276303088847
a31	0.255376343727	0.439511914442	0.305111706282
a0	0.283366194576	0.392441101481	0.324192695427
a46	0.299586004859	0.37064890716	0.329765111809
a35	0.319176358286	0.350932702387	0.329890950603
a46	0.326470966095	0.343392560796	0.330136476868
a24	0.330242392032	0.338486060265	0.331271568956
a46	0.331817434011	0.336213773422	0.331968816319
a24	0.332815461337	0.334613007807	0.33257155544
a31	0.333151537112	0.333955132602	0.33289336848
</S>	0.333240653556	0.333665246301	0.33309414924
