 	che	impara	una	cosa	che	studia	una	cosa	</S>
a31	0.0729973385	0.0142687765	0.02133245765	0.085223833	0.18312049	0.119444237	0.169105875	0.24370992	0.090797085
a24	0.0853324461667	0.00701091193333	0.0108154364833	0.0734964643333	0.19375021	0.0937225003333	0.179806675	0.28768584	0.068379525
a31	0.0963113620556	0.00553936924444	0.0076143204611	0.0560052541111	0.180176256667	0.0634174634444	0.152245601667	0.388326513333	0.05036385
a20	0.0973241373519	0.00748165791481	0.00849502312037	0.0354021073704	0.140235172222	0.0413107364815	0.104325692556	0.528928391111	0.0364970596667
a0	0.0730850051173	0.00865752930494	0.00894120420679	0.0233480374568	0.0973881327407	0.0325258321605	0.0756301161853	0.649999517037	0.0304245945556
a31	0.0578984490391	0.0133253987683	0.0126630874023	0.0205583428189	0.0745942562469	0.0335561873868	0.0656655387284	0.688443939012	0.0332947761852
a20	0.0577062263464	0.0242486472561	0.0225700258008	0.0277354769396	0.0697384474156	0.0449042821289	0.0695921595761	0.636724459671	0.0467802633951
a11	0.0482945454488	0.0310599004187	0.0288120092669	0.0325469243132	0.0656577918052	0.0537536473763	0.073857681192	0.610807266557	0.0552102401317
a20	0.0350495244829	0.0299206624729	0.0279159517556	0.0311574401044	0.0639335479351	0.0533817481254	0.0726650883973	0.632881642186	0.0530944157106
a39	0.0286847684943	0.027970361491	0.0266870192519	0.0311919017015	0.0701442393117	0.0541467993751	0.0739116374658	0.633664434062	0.0535988842369
a10	0.0267131534981	0.028594280497	0.027850230084	0.0341110882338	0.0778700231039	0.0583037797917	0.0803659738219	0.607334478021	0.0588570237456
a31	0.042472958166	0.0510851651657	0.0506456483613	0.0560331080779	0.089132289368	0.0748721332639	0.092988741274	0.467574742674	0.0751952245819
a20	0.059046074722	0.0796878763886	0.0791167461204	0.081644168026	0.099745571456	0.096465639088	0.106224508758	0.303642227558	0.0944272248606
a31	0.0723648682407	0.0940406067962	0.0934695587068	0.0944088026753	0.105068123819	0.106250644363	0.110933824586	0.219775472519	0.103688124954
a11	0.0825852294136	0.103742042265	0.103312432902	0.103477267558	0.10864197794	0.110900569788	0.112866004862	0.165531214173	0.108943266318
a20	0.0822439484712	0.101128914088	0.100774687634	0.101193989186	0.107633190647	0.114341104929	0.116858096287	0.164780381391	0.111045670106
a39	0.0814693714904	0.0899471413627	0.0898143412113	0.0922906717287	0.106619341549	0.117683921643	0.123342330096	0.18411544713	0.114717390035
a20	0.0780715291635	0.0819397671209	0.0818990924038	0.0858701425762	0.106577900516	0.118875513881	0.126855030032	0.202800572377	0.117110423345
a31	0.0869410717212	0.0889501143736	0.0889365841346	0.0916863691921	0.106630986839	0.11579171796	0.121643475011	0.185573194126	0.113846461115
a46	0.0984540039071	0.100526373458	0.100506914712	0.101575101397	0.107864350946	0.112685125987	0.11515308867	0.152405101375	0.110829903705
a31	0.102900164636	0.104927156153	0.104905184904	0.105364900466	0.108523287315	0.111584601996	0.112874221557	0.138883953792	0.110036521235
</S>	0.105173042318	0.106429280577	0.106415762452	0.106697865233	0.108730566157	0.111258610998	0.112240110778	0.133078571896	0.109976205618
