 	vuole	andare	a	Lecce	</S>
a20	0.27016856	0.059801445	0.19234693	0.37055108	0.1071320025
a31	0.30377671	0.0532412123333	0.168837376667	0.387376226667	0.0867684718333
a18	0.34553374	0.0279563384444	0.137119408889	0.433525115556	0.0558653799444
a46	0.366638366667	0.0187860868148	0.117126094963	0.452498961852	0.0449504879815
a37	0.376821822222	0.0128595309383	0.0904854669877	0.488473577284	0.0313596126605
a23	0.320685660741	0.0125462556461	0.0792701889959	0.560241892428	0.0272560212202
a18	0.221134506914	0.0155142552154	0.0742249396653	0.660351230809	0.0287750797401
a38	0.147324722305	0.0212539727385	0.0653672408884	0.734991956936	0.0310620902467
a37	0.104563550768	0.0301724439128	0.0571337492961	0.772728398979	0.0354018140822
a31	0.0987955935893	0.0519245263043	0.0669798477654	0.72786009966	0.0544398726941
a20	0.126027031196	0.0905430021014	0.0979649425885	0.594010176553	0.091454780898
</S>	0.148012435598	0.112283901051	0.117604256294	0.509438603277	0.112660730449
