 	avete	cucinato	le	verdure	</S>
a29	0.351797865	0.060722735	0.37817606	0.1367498475	0.072553605
a38	0.379612331667	0.0473196976667	0.389666253333	0.128789185833	0.0546126036667
a31	0.408612937222	0.0242445743889	0.448204017778	0.0850432672777	0.0338952265556
a11	0.423016189074	0.013294443963	0.496325072593	0.0465772274259	0.0207870855185
a37	0.427930433025	0.0104829611543	0.509130090864	0.0343626134753	0.0180939405062
a11	0.426300254342	0.0131337402181	0.508230723621	0.0315066451584	0.0208286955021
a31	0.403987654781	0.0418773217394	0.450922827874	0.0555539427195	0.0476583151674
a20	0.35978709826	0.0759487789131	0.396912489291	0.0865389159065	0.0808127583891
a31	0.297123406087	0.118548762971	0.33574970643	0.125982605302	0.122595529463
a39	0.243190015362	0.161390557657	0.265848822143	0.165680351767	0.163890263154
a13	0.236635695121	0.165938019219	0.257111137381	0.171446220589	0.168868937718
a18	0.255938348374	0.153217023073	0.269483619127	0.163410950196	0.157950039239
a39	0.280496009458	0.137183024358	0.284612186376	0.153149850065	0.14455891308
a31	0.263959469819	0.149893594786	0.267167358792	0.163033720022	0.155945851027
a46	0.229690726606	0.176242451595	0.233652199597	0.181691886674	0.178722743676
</S>	0.222575268303	0.183071990798	0.223559584799	0.186235843337	0.184557341838
