 	non	aveva	cosa	a	fare	</S>
a31	0.157799648	0.17534783	0.19188164	0.26250157	0.16629604	0.046173259
a18	0.182334926	0.196875453333	0.19979594	0.253706673333	0.142414203333	0.0248728036667
a24	0.191848108667	0.204774131111	0.201928896667	0.265852187778	0.119669654444	0.0159270328889
a20	0.208045269556	0.20782420037	0.171417312222	0.296386245926	0.102326221481	0.0140007652963
a31	0.209150779852	0.18313975679	0.121223250741	0.354197238642	0.106031680494	0.0262573157654
a18	0.200201933284	0.156708722263	0.0921756055803	0.395594846214	0.114807023498	0.0405119019218
a31	0.170421207761	0.136604184088	0.0924067305268	0.388920605405	0.134724607833	0.0769226639739
a17	0.12992481592	0.111978748029	0.0951409535089	0.381769001802	0.158110062611	0.123076401325
a20	0.111254245307	0.101780952676	0.100460844503	0.373504530601	0.16909314087	0.143906313775
a31	0.108725908436	0.109831714225	0.127147211501	0.3159572302	0.17660102029	0.161736957925
</S>	0.113977734218	0.121659247113	0.147376575751	0.2652884151	0.180190650145	0.171507408962
