 	l	ho	sentito	che	veniva	</S>
a41	0.195759395	0.193348775	0.21690222	0.218606735	0.13161088	0.0437720505
a31	0.202721185	0.193834675	0.233603323333	0.241132011667	0.101985145333	0.0267237185
a24	0.219053538333	0.200523121667	0.248154707778	0.264600127222	0.055036569111	0.0126319821667
a15	0.233407522778	0.188277990556	0.255053079259	0.277440679074	0.0364886727037	0.00933207972223
a28	0.261106007593	0.160677283519	0.252365349753	0.279116199691	0.0336503535679	0.0130847905741
a0	0.287827292531	0.145323454506	0.244709009918	0.267656126564	0.0362074871893	0.0182766441914
a31	0.275352590844	0.148044801502	0.228968713306	0.254871348855	0.0535403700631	0.0392222240638
a11	0.248850466948	0.154581317167	0.211074627769	0.247891429618	0.0744716166877	0.0631305580213
a31	0.220278815649	0.158818212389	0.196497899256	0.227094293206	0.102503642229	0.0948071493404
a39	0.189594115216	0.16282398413	0.180777256419	0.200711354402	0.13486243741	0.131230873113
a20	0.178062865072	0.16547481471	0.176697935473	0.200347418134	0.140998815803	0.138418177704
</S>	0.175581267536	0.167139422355	0.177083152736	0.205454539067	0.138733272902	0.136008393852
