 	vuole	pianto	</S>
a39	0.438383905	0.511251525	0.0503645325
a31	0.460793871667	0.506474638333	0.0327314508333
a41	0.485629533889	0.496106076111	0.0182643489444
a31	0.475803177963	0.507980618704	0.0162161846481
a37	0.429641059321	0.544051836235	0.0263071245494
a11	0.340486009774	0.607497865412	0.0520161378498
a39	0.260181216591	0.659794875137	0.0800238792833
a31	0.258538028864	0.587976001712	0.153485951761
a46	0.282556509621	0.466629217237	0.250814300587
a31	0.30117483654	0.397920652412	0.300904540196
</S>	0.31319416827	0.369701406206	0.317104430098
