 	ora	che	loro	non	vengono	più	</S>
a39	0.128537995	0.112897585	0.167007865	0.218505025	0.054769948	0.22680784	0.09147373
a20	0.164013111667	0.126181977	0.147836105	0.227345631667	0.0399699153333	0.232235046667	0.0624182133333
a13	0.176742983889	0.120931764333	0.142943388333	0.236912687222	0.0245642187778	0.252397568889	0.0455074034444
a17	0.178921427963	0.119986822778	0.133818429444	0.227790049074	0.0203442265926	0.27447208963	0.0446669654815
a39	0.177794372654	0.123141725593	0.122741269815	0.210232016358	0.0228915248642	0.29211342321	0.0510856884938
a8	0.157503824218	0.109113238531	0.118455843272	0.213271515453	0.0210911162881	0.329662054403	0.0509024351646
a31	0.115631038073	0.070748948177	0.116612904424	0.260383231818	0.014099740096	0.380539844801	0.0419842760549
a15	0.101845007691	0.0568608813923	0.122112004808	0.291882897273	0.010825629032	0.3807395616	0.0357339920183
a38	0.10139471923	0.0552337081308	0.126972354936	0.299789339091	0.00884282517733	0.375138300533	0.0326287616728
a31	0.0763078440767	0.0371489413769	0.108366733312	0.35883642303	0.0101619342258	0.378177570178	0.0310005738909
a13	0.0606126373589	0.027153392459	0.0979800127707	0.405441844343	0.0110470617419	0.367301776726	0.0304633089636
a20	0.0601513091196	0.0259529908197	0.102764280924	0.405534881448	0.0098631582473	0.364065135575	0.0316682856545
a7	0.0610872097065	0.0243469732732	0.102693523641	0.398294543816	0.00946527741577	0.371573685192	0.0325388222182
a11	0.0672181315688	0.0240283450911	0.100535826214	0.384421371272	0.00884765513859	0.384617915064	0.0303307644061
a24	0.0712642168563	0.0238714483637	0.0966978670713	0.373382110424	0.00803317291286	0.399520731688	0.0272304074687
a15	0.0681385352854	0.0237300984546	0.0944657390238	0.382740800141	0.00860611683762	0.394085990563	0.0282326634896
a24	0.0640941934285	0.0224985708182	0.0935027513413	0.40075143338	0.0100367892792	0.377324796854	0.0317914184965
a31	0.0544077744762	0.0252421126061	0.0996682821138	0.412478107793	0.0223247607597	0.341802892285	0.0440760091655
a0	0.0448604181587	0.028952862202	0.101541545705	0.407744005931	0.0378415402532	0.318577197428	0.0604823677218
a18	0.0418353573862	0.0285378870673	0.102142988568	0.404491111977	0.0419379110844	0.310771705809	0.0702829992406
a31	0.0445755647954	0.0422308706891	0.116053441189	0.353629257326	0.0573878813615	0.302622441936	0.0835004917469
a38	0.0516046745985	0.0590705082297	0.123395030396	0.263957539109	0.0816569591205	0.320775677312	0.0995395559156
a31	0.0602943935328	0.0742618840766	0.126430503465	0.211677669703	0.0986344783735	0.316894865771	0.111806181972
a20	0.0687917811776	0.0911040846922	0.131603064488	0.177146799901	0.113085786125	0.296264891924	0.122003583991
a31	0.0778204883925	0.101492161564	0.133427434829	0.1603553333	0.120245812042	0.279863937308	0.12679484133
a35	0.0861252707975	0.110224555855	0.135491734943	0.1518986311	0.123451440681	0.264346665769	0.12846171711
a31	0.0923657069325	0.115260213952	0.135936998314	0.1469161437	0.12583250356	0.253841385256	0.12984703237
a18	0.0989846023108	0.120135967984	0.136309579438	0.143703401233	0.12820028452	0.241386608419	0.13127952079
a31	0.10480867077	0.124354269328	0.136553549813	0.141807520411	0.131136011507	0.22801578614	0.13332419693
a46	0.11097976359	0.126738409776	0.136419256604	0.140542740137	0.131514680502	0.220537662047	0.133267478977
a39	0.11210444453	0.127058829925	0.136606358868	0.139501223379	0.131326873501	0.220233477349	0.133168752992
a31	0.114593358177	0.127089919975	0.136267702956	0.13887596446	0.1304986945	0.220324459116	0.132349904331
</S>	0.117504934089	0.127697534987	0.135938376478	0.13859600223	0.13035018725	0.217886344558	0.132026652165
