 	i	genitori	non	è	che	li	dimentichiamo	mai	</S>
a31	0.047419205	0.0496371375	0.130109205	0.030155236	0.16653177	0.215322335	0.233688315	0.055425575	0.071711177
a18	0.0559755883333	0.0443637708333	0.128835046667	0.0162524873333	0.188999576667	0.227736205	0.236750215	0.0496538896667	0.051433179
a24	0.0638076047778	0.0414022736111	0.123596080556	0.0107096071111	0.197097995556	0.237910738333	0.241743221667	0.0415289978889	0.0422034503333
a31	0.0580211769259	0.0303245098704	0.124054766852	0.0072320478037	0.194312178519	0.254714029444	0.273947900556	0.029544217963	0.0278491707778
a37	0.042425698642	0.0187839032901	0.116782668951	0.00591863620123	0.18672677284	0.274275976481	0.316915983519	0.0212518399877	0.0169185462593
a0	0.0329871458807	0.01372574143	0.105358652984	0.00502280223374	0.183386380947	0.288197818827	0.341224334506	0.0168260726626	0.0132711020864
a28	0.0268938792936	0.01100119531	0.100001504328	0.00472272374458	0.186354836982	0.299987179609	0.341123218169	0.0151211208875	0.0147943920288
a18	0.0264050490979	0.0108838319367	0.103235028109	0.00474902391486	0.195078478994	0.303371823203	0.32368003939	0.0156816416292	0.0169150960096
a31	0.0226306790326	0.0102934056456	0.0913103933697	0.00623366730495	0.169600412998	0.302108031068	0.363252519797	0.0175149875431	0.0170558720032
a37	0.0163134561775	0.00892921988187	0.0702692507899	0.00740702393498	0.133304604333	0.306931807023	0.424292413266	0.0171573395144	0.0153948141677
a20	0.0146197625592	0.00836559296062	0.0619494592633	0.00684951814499	0.127459328111	0.311767059008	0.439094491089	0.0149088855048	0.0149858475559
a31	0.0128018485197	0.00874272998687	0.0544062850878	0.00957702604833	0.10466410737	0.295008286336	0.478089850363	0.0189246951683	0.0177851441853
a24	0.0128377518399	0.0101369574956	0.0471614903626	0.0118779023494	0.0829522651233	0.266740268779	0.528230483454	0.0219428263894	0.0181200553951
a31	0.0146247476133	0.0125030393319	0.0454510224542	0.0153724814498	0.0736728907078	0.24122667626	0.548737037818	0.0271380004631	0.0212741201317
a20	0.0185090868711	0.016993018444	0.0461544008181	0.0212172838166	0.0670247979026	0.213377072087	0.553949789273	0.0350839381544	0.0276906400439
a31	0.0228062182904	0.0217127688147	0.047653499606	0.0275623029389	0.0646160259675	0.189842960696	0.546900263091	0.0435375220515	0.0353684746813
a18	0.0284889054301	0.0279128329382	0.0517357165353	0.0362484559796	0.0644656786558	0.174622823565	0.516202977697	0.0538312020172	0.0464914288938
a41	0.0303778514767	0.0312410509794	0.0538977715118	0.0433900803265	0.0613711928853	0.163948921188	0.504238815899	0.0577504540057	0.0537838756313
a35	0.0243276318256	0.0265246179931	0.0504107198373	0.0411209534422	0.0508930176284	0.158747873729	0.5453997053	0.0517221270019	0.0508533552104
a24	0.0192789556085	0.021283301331	0.0438029499458	0.0341690758141	0.0444679852095	0.163232634576	0.586006481767	0.0425954456673	0.0451631950701
a28	0.0165947092028	0.020049535777	0.0385257183153	0.0298805082714	0.0428136777365	0.166386451525	0.608018623922	0.0362822148891	0.0414485950234
a31	0.0276259870676	0.039531196259	0.0548104661051	0.0479583427571	0.0572530592455	0.154471180508	0.509678924641	0.0525361302964	0.0561347316745
a11	0.0440551156892	0.0655309654197	0.0819592953684	0.0787750125857	0.0748348197485	0.139332510169	0.349911541547	0.0822467067655	0.0833540572248
a31	0.0575038205631	0.0815664471399	0.0960728984561	0.0946415608619	0.0862410365828	0.130750530056	0.258846793849	0.0967999289218	0.0975770074083
a20	0.066680965521	0.09399338438	0.106534351485	0.106275796954	0.0946278488609	0.123201651352	0.193162921283	0.107583374974	0.107939705803
</S>	0.0663096627605	0.09698303719	0.111593438742	0.112184893477	0.0951403494304	0.120460002676	0.170312675641	0.113257915487	0.113758005401
