 	non	ho	cosa	a	fare	</S>
a8	0.16662635	0.174441255	0.184422955	0.259586115	0.16774881	0.04717448
a31	0.191000163333	0.194493181667	0.178028125	0.270249298333	0.140221953333	0.026007242
a37	0.190376391111	0.211466140556	0.187261515	0.271610312778	0.123793571111	0.01549205
a10	0.187872733704	0.215045660185	0.194956278333	0.269326887593	0.12086988037	0.0119285393333
a37	0.191399997901	0.208246690062	0.174873556111	0.302607225864	0.11116785679	0.0117046724444
a10	0.1992452693	0.197819820021	0.134398968704	0.351358258621	0.100994752263	0.0161829131481
a0	0.180871016433	0.168308330007	0.0992624029013	0.42184993954	0.104332450754	0.0253758073827
a20	0.139422735478	0.130709236669	0.0878769576338	0.49153573318	0.108066555251	0.0423887391276
a17	0.117009000493	0.121000605556	0.111218559211	0.462464664393	0.11682069675	0.0714864063759
a20	0.119635108831	0.133882188519	0.142789989737	0.366323908131	0.13349760225	0.103871115459
a8	0.136643946277	0.150049146173	0.157159393246	0.27589664271	0.14819194075	0.13205888182
</S>	0.151306213139	0.160673153086	0.162198091623	0.225555331355	0.154666950375	0.14560025091
