 	il	dito	si	gonfiò	</S>
a39	0.380499795	0.0568233245	0.30567182	0.17078835	0.086216742
a13	0.440445051667	0.0303226615	0.336312556667	0.141154393333	0.0517653353333
a31	0.517216883889	0.0217355698333	0.320933408889	0.0969020164443	0.0432120817778
a20	0.574550881296	0.0191601896111	0.306366366296	0.0622539754814	0.0376685552593
a31	0.620512330432	0.0245826758704	0.255632485432	0.0553836898271	0.0438888330864
a11	0.658093580144	0.0344876239568	0.185556088477	0.062631156609	0.0592315976955
a31	0.577061340048	0.0653645913189	0.167703999492	0.095229292203	0.0946408225652
a39	0.436019040016	0.105049797106	0.167514826497	0.145418234068	0.145998140855
a31	0.316084406672	0.142077629035	0.177607428832	0.181692141356	0.182538383618
a41	0.214140432224	0.176904733012	0.190701102944	0.208816877119	0.209436814539
a46	0.183672444075	0.191089471004	0.195619060981	0.214511062373	0.215107941513
a31	0.187100624692	0.198197530335	0.200500260327	0.206926194124	0.207275383838
</S>	0.187077332346	0.200465620168	0.201758250163	0.205247332062	0.205451456919
