 	non	deve	magniare	la	sera	</S>
a20	0.2576479	0.02836201	0.11349375	0.299768035	0.239830395	0.060897973
a31	0.294756976667	0.0187344006667	0.0864900953333	0.324540501667	0.233677925	0.0418001223333
a18	0.328737822222	0.0133464768889	0.0498890521111	0.380227677222	0.204280075	0.0235188882778
a37	0.367181547407	0.0126648816296	0.0341880397037	0.389179622407	0.177312471667	0.0194734395926
a18	0.447175199136	0.0172023178765	0.0248808662346	0.344358984136	0.142341652222	0.0240409995309
a31	0.481017189712	0.0380956499588	0.0442396177449	0.256265704712	0.135176579074	0.0452052775103
a13	0.431831313237	0.0679235249863	0.0758027925816	0.196121694904	0.154471369691	0.0738493091701
a31	0.324456894412	0.106329283329	0.111230214194	0.179252978301	0.168748119897	0.10998253639
a17	0.225110488137	0.14222638111	0.143761811398	0.171795159434	0.173312199966	0.143793995463
</S>	0.199183619068	0.152009620555	0.152060455699	0.171326734717	0.172358474983	0.153061112731
