 	avete	cucinato	le	verdure	</S>
a39	0.35687216	0.0586660175	0.383408695	0.1311663525	0.069886887
a31	0.391937473333	0.0425043551667	0.419845361667	0.1001818465	0.0455310323333
a35	0.434684731111	0.0197714273889	0.467031307222	0.0547120961667	0.0238004831111
a31	0.46980143037	0.0139090017963	0.456552955741	0.0403896227222	0.019347046037
a20	0.507943213457	0.0161200165988	0.410467491914	0.0401762899074	0.0252930100123
a31	0.497244454486	0.0278671901996	0.369759283971	0.0584051733025	0.0467239066708
a20	0.403455274829	0.0555762600665	0.340282481324	0.105701161101	0.0949848288903
a39	0.295265334943	0.100198856689	0.312971747108	0.149818787034	0.14174527963
a28	0.256805141648	0.13288627223	0.296943349036	0.158821695678	0.15454357321
a31	0.240965427216	0.158250870743	0.263964939679	0.169676808559	0.16714198107
</S>	0.219811118608	0.177404240371	0.236826434839	0.18364816928	0.182310055535
