 	quando	divento	vecchio	vendo	mia	casa	e	vado	a	vivere	al	mare	</S>
a31	0.029396672	0.045328038	0.0155183017	0.0191500455	0.0438353615	0.0298767535	0.1466178375	0.020365196	0.107253263	0.13358191	0.139082295	0.17317698	0.0968173175
a39	0.035329272	0.053766018	0.00987415156667	0.0101783816333	0.0495672381667	0.0286433511667	0.153065609167	0.0110217628667	0.121772057667	0.12965654	0.131154498333	0.187436096667	0.0785350108333
a31	0.03601716	0.056855246	0.00765222762222	0.00689793147777	0.0494768003889	0.0270295017222	0.131823989722	0.00783780382223	0.106981003889	0.133010626667	0.130154112778	0.236881348889	0.0693822502778
a18	0.0321452746667	0.06040825	0.00601341277407	0.00538388562592	0.040605684463	0.0198185179074	0.119819206574	0.00578397860741	0.0897905826297	0.144733635556	0.134247217593	0.281339982963	0.0599103520926
a37	0.0296725488889	0.0595843476667	0.00502476449136	0.00457084754197	0.0371313714877	0.0161888866358	0.133673125525	0.0054377833358	0.0905756342099	0.146805265185	0.127665935864	0.290672674321	0.0529967716975
a11	0.028463777963	0.0603916402222	0.00443725273045	0.00456926518066	0.0369742438292	0.0147093898786	0.159406321842	0.0072957165786	0.101306713403	0.137856628395	0.115512580621	0.281704704774	0.0473717095658
a18	0.0318561819877	0.0648264600741	0.00427775791015	0.00540775322689	0.0421426256097	0.0169053976262	0.179213830614	0.0104952215262	0.120120819801	0.124544942798	0.10953172554	0.243988988258	0.0466882451886
a31	0.0273614079959	0.0610749666914	0.00507967897005	0.00693692290896	0.0363120548699	0.0163318225421	0.179482210205	0.0122363461754	0.101150504267	0.118134750933	0.102758038513	0.279572456086	0.0535688070629
a18	0.0210428409986	0.0583206975638	0.00556540945668	0.00743236850299	0.0272943986233	0.0135588091807	0.177928906735	0.0116354447251	0.0791322724223	0.126734963644	0.104175712838	0.311111915362	0.0560662376876
a46	0.0197205079995	0.0573053411879	0.00589122588556	0.00803668403433	0.0261029462078	0.0134819127269	0.178250122245	0.012712797575	0.0751039841408	0.130586164548	0.105924467613	0.314236991787	0.0526468395625
a31	0.0162824143332	0.0483589077293	0.00798612889519	0.0107853923448	0.0230991800693	0.0142659415756	0.152881740748	0.016465018525	0.0527476110469	0.116327384849	0.0906471492043	0.395907140596	0.0542459905208
a46	0.0150076234444	0.0455587532431	0.00950792163173	0.0123177077816	0.0219404450231	0.0152765958585	0.124632960249	0.0184925915083	0.0389683980156	0.110361258283	0.0820307844014	0.451938946865	0.0539660091736
a31	0.0156759821481	0.046983805081	0.0109962542106	0.0135704649272	0.0230174876744	0.0166589259528	0.110711730083	0.0208166225028	0.0348502126719	0.100625649428	0.0711820094671	0.486527115622	0.0483837447245
a15	0.0161410010494	0.0487658423603	0.0119190917369	0.0139027233091	0.0239021328915	0.0173470966509	0.0992525766943	0.0210569668343	0.0326137905573	0.100244199809	0.0654366998224	0.504202225207	0.0452156645748
a46	0.0155114293498	0.0461254584534	0.0117296612456	0.0139787224364	0.0235450819638	0.017352249217	0.0965077688981	0.0205355912781	0.0312331925191	0.10657193127	0.0705240699408	0.498581641736	0.0478031861916
a31	0.0154999121166	0.0409562238178	0.0132183527485	0.0166102704788	0.0234373296546	0.018060257739	0.0942403882994	0.0244931400927	0.0281947948397	0.0896873584233	0.0613110866469	0.526391393912	0.0478994780639
a13	0.0159648707055	0.0423503212726	0.0136418155828	0.0165532994929	0.0240363662182	0.018029443913	0.0910887564331	0.0247719790309	0.0284487426132	0.0920085494744	0.0596699188823	0.526333851304	0.0471021153546
a39	0.0144429592352	0.0409708064242	0.0117716381943	0.0142149821643	0.0224005417394	0.016011397971	0.109828980478	0.0215431163436	0.0312876932044	0.109506286491	0.0710614712941	0.483876143768	0.0530840071182
a20	0.0125655474117	0.0386890181414	0.00937779256477	0.0122680923881	0.0202566319131	0.0137364729903	0.153978426826	0.0186464104479	0.0385374267348	0.111526702164	0.0788343554314	0.434518597923	0.0570644993727
a46	0.0121891658039	0.0369180140471	0.00946818768826	0.0130106174627	0.0208182676377	0.0148850483301	0.160869965609	0.0178976421493	0.0406677539116	0.101495780721	0.0811098168105	0.433034069308	0.0576356281242
a31	0.0141143926013	0.0312140100157	0.0162351748961	0.0212070028209	0.0240928015459	0.0202722647767	0.12149384187	0.0251586837164	0.0334647143039	0.0892016082403	0.0796060606035	0.456101983103	0.0678374493747
a24	0.0161568545338	0.0299510200052	0.020124751632	0.0255424849403	0.0263190255153	0.0226930035922	0.0963649506233	0.0318307449055	0.0291400831013	0.0906232607468	0.0757277568678	0.463974544368	0.0715515107916
a31	0.0186902818446	0.0313004353351	0.0246284082107	0.0308810883134	0.0300994805051	0.0266228425307	0.0910927452078	0.0382264746352	0.0300059220338	0.0849893102489	0.0687402789559	0.455469451456	0.0692532579305
a24	0.0240323892815	0.033659924445	0.0318062310702	0.0401022584378	0.0347524481684	0.0323655888436	0.0876266667359	0.0507132972117	0.0324914346779	0.0705183334163	0.062040374652	0.428598370485	0.0712926626435
