 	non	sono	ancora	vestita	</S>
a31	0.30628134	0.034732974	0.441105025	0.17567565	0.0422050235
a23	0.38897849	0.019101461	0.431424685	0.136650983333	0.0238443845
a31	0.47705243	0.0142813978333	0.391032338333	0.099093677111	0.0185401255
a7	0.573499893333	0.0132432577778	0.327316512778	0.0684615627037	0.0174787151667
a31	0.645808647778	0.0148634909259	0.255833330926	0.0612391045679	0.0222553727222
a13	0.679628782593	0.0215896733086	0.199638316975	0.0642129841893	0.0349301949074
a31	0.641696004198	0.0319140494362	0.191338535658	0.0778857313964	0.0571656383025
a37	0.525685198066	0.0508967664787	0.212994335219	0.112938913799	0.0974847494342
a18	0.375509646022	0.0804837654929	0.244161078406	0.1551512946	0.144694186478
a31	0.249150255341	0.123928998498	0.257401419469	0.187189351533	0.182329968826
a46	0.17646267178	0.155917596166	0.249465253156	0.210153737178	0.208000746275
a8	0.164227993927	0.172291352055	0.239141871052	0.212761099059	0.211577678758
</S>	0.175409691963	0.183902876027	0.229509645526	0.20605359953	0.205124174379
