 	mi	si	gonfiò	il	dito	</S>
a31	0.2400713	0.175128885	0.1109208525	0.35233593	0.069644244	0.0518988
a11	0.265447326667	0.195477701667	0.0782196915	0.384515353333	0.0483127613333	0.0280271356667
a31	0.284884998889	0.202220530556	0.0495477605	0.404328744444	0.0387967377778	0.0202211795556
a15	0.30338669963	0.191317360185	0.0300384061667	0.414963161481	0.0384330292593	0.0218613421852
a31	0.304255916543	0.171425410062	0.0286785150556	0.407943183827	0.0529265230864	0.0347704797284
a0	0.270455752181	0.153187003354	0.0414269663519	0.387236694609	0.0872213576955	0.0604722172428
a46	0.198078360727	0.124901317785	0.068491758784	0.38355025487	0.124462989232	0.100515272414
a31	0.140741503576	0.104422052595	0.094223004928	0.36664690829	0.152858963077	0.141107557471
a18	0.122857987859	0.100646927532	0.102085473643	0.33342996943	0.176241744359	0.164737919157
a31	0.113802845953	0.101536515844	0.118964694548	0.29475584981	0.190494624786	0.180445449719
a24	0.108688001984	0.102238338615	0.133395381516	0.259255729937	0.201761458262	0.194661076573
a28	0.112527950661	0.111639612872	0.145940943839	0.231784386646	0.201784506087	0.196322628858
a13	0.125234356887	0.130145627624	0.162264934613	0.213354758882	0.185699755362	0.183300576286
a20	0.138498562296	0.139062572541	0.157915771538	0.229371786294	0.169056881787	0.166094395429
a17	0.146303144099	0.137637797514	0.148470037179	0.258984485431	0.156849320596	0.151755185143
a39	0.150801131366	0.134517155838	0.14227051906	0.278398595144	0.150286393532	0.143726198381
a20	0.152946120455	0.134636035279	0.140689946353	0.282669625048	0.147675644511	0.141382622794
a31	0.158318660152	0.143495885093	0.146694945451	0.253474828349	0.151095594837	0.146920084265
a41	0.164525133384	0.152606368364	0.15367218515	0.21969817945	0.155874198279	0.153623951422
a8	0.165270794461	0.157031472788	0.157731081717	0.20330563315	0.15898149276	0.157679530474
a37	0.159198961487	0.153960404263	0.156639347239	0.213795194383	0.159415984253	0.156990106825
a8	0.156913417162	0.152478511421	0.15575530908	0.219498408128	0.159107394751	0.156246968942
</S>	0.159750753581	0.156686625711	0.15854387454	0.205565279064	0.160607857375	0.158845629471
